"","sub","item","cond","seq","Bnd_loc","tCross","tStarted","tCompleted","tChange","tActualChange","nextFlag","tNextFlag","tChangetoFixOnset"
"335",3,65,2,59,502,6038910,6038913,6038916,3,6,"SFIX",6038921,-5
"336",3,46,1,60,271,6045264,6045268,6045274,6,10,"SFIX",6045277,-3
"337",3,134,5,61,348,6055763,6055766,6055770,4,7,"SFIX",6055774,-4
"338",3,34,1,62,425,6062326,6062328,6062335,7,9,"SFIX",6062333,2
"339",3,60,3,63,304,6074674,6074677,6074683,6,9,"SFIX",6074685,-2
"340",3,131,2,64,447,6083051,6083055,6083060,5,9,"SFIX",6083059,1
"341",3,24,3,65,480,6089047,6089050,6089051,1,4,"SFIX",6089059,-8
"342",3,51,6,66,634,6128022,6128025,6128030,5,8,"SFIX",6128031,-1
"343",3,118,1,67,315,6137055,6137057,6137060,3,5,"SFIX",6137058,2
"344",3,29,2,68,480,6144197,6144200,6144204,4,7,"SFIX",6144205,-1
"345",3,72,3,69,337,6155617,6155620,6155627,7,10,"SFIX",6155627,0
"346",3,16,1,70,502,6164177,6164180,6164184,4,7,"SFIX",6164190,-6
"347",3,105,6,71,315,6172260,6172263,6172267,4,7,"SFIX",6172269,-2
"348",3,33,6,72,502,6179167,6179170,6179172,2,5,"SFIX",6179173,-1
"349",3,111,6,73,348,6190970,6190973,6190981,8,11,"SFIX",6190976,5
"350",3,81,6,74,700,NA,6199831,6199837,6,NA,"EFIX",6199830,779
"351",3,117,6,75,337,6207586,6207589,6207594,5,8,"SFIX",6207591,3
"352",3,70,1,76,733,6214830,6214832,6214838,6,8,"SFIX",6214839,-1
"353",3,121,4,77,436,6222778,6222781,6222802,21,24,"SFIX",6222785,17
"354",3,55,4,78,579,6232214,6232217,6232219,2,5,"SFIX",6232223,-4
"355",3,71,2,79,403,6237188,6237191,6237197,6,9,"SFIX",6237200,-3
"356",3,114,3,80,271,6242978,6242981,6242988,7,10,"SFIX",6242988,0
"357",3,1,4,81,513,6252127,6252130,6252138,8,11,"SFIX",6252132,6
"358",3,94,1,82,293,6264006,6264009,6264014,5,8,"SFIX",6264016,-2
"359",3,113,2,83,513,6275451,6275454,6275470,16,19,"SFIX",6275461,9
"360",3,27,6,84,304,6282419,6282422,6282427,5,8,"SFIX",6282425,2
"361",3,39,6,85,436,6291936,6291939,6291943,4,7,"EFIX",6291933,319
"362",3,48,3,86,282,6299618,6299621,6299627,6,9,"SFIX",6299628,-1
"363",3,35,2,87,469,6308803,6308806,6308810,4,7,"EFIX",6308805,499
"364",3,53,2,88,326,6334672,6334674,6334681,7,9,"SFIX",6334679,2
"365",3,107,2,89,436,6345405,6345408,6345410,2,5,"SFIX",6345415,-5
"366",3,4,1,90,480,6352863,6352866,6352874,8,11,"SFIX",6352867,7
"367",3,122,5,91,403,6362049,6362051,6362057,6,8,"EFIX",6362050,578
"368",3,67,4,92,414,6370096,6370099,6370101,2,5,"SFIX",6370103,-2
"369",3,109,4,93,381,6378128,6378131,6378138,7,10,"SFIX",6378142,-4
"370",3,110,5,94,414,6386427,6386430,6386449,19,22,"SFIX",6386432,17
"371",3,36,3,95,392,6393553,6393556,6393559,3,6,"SFIX",6393556,3
"372",3,8,5,96,612,6407909,6407912,6407914,2,5,"SFIX",6407918,-4
"373",3,25,4,97,337,6416234,6416237,6416244,7,10,"SFIX",6416244,0
"374",3,135,6,98,293,6426800,6426803,6426807,4,7,"SFIX",6426811,-4
"375",3,14,5,99,480,6434141,6434143,6434151,8,10,"EFIX",6434140,405
"376",3,93,6,100,502,6444465,6444468,6444474,6,9,"SFIX",6444470,4
"377",3,61,4,101,513,6450785,6450788,6450791,3,6,"SFIX",6450799,-8
"378",3,22,1,102,557,6458362,6458365,6458369,4,7,"SFIX",6458372,-3
"379",3,64,1,103,623,6472509,6472512,6472537,25,28,"SFIX",6472514,23
"380",3,30,3,104,315,6478405,6478408,6478415,7,10,"SFIX",6478409,6
"381",3,78,3,105,546,6487787,6487790,6487798,8,11,"SFIX",6487791,7
"382",3,50,5,106,458,6494549,6494552,6494576,24,27,"SFIX",6494558,18
"383",3,20,5,107,502,6504990,6504993,6504998,5,8,"SFIX",6505005,-7
"384",3,128,5,108,282,6514345,6514348,6514355,7,10,"SFIX",6514358,-3
"385",3,102,3,109,557,6523549,6523552,6523558,6,9,"SFIX",6523554,4
"386",3,123,6,110,370,6530389,6530391,6530395,4,6,"SFIX",6530393,2
"387",3,126,3,111,469,6539000,6539003,6539006,3,6,"SFIX",6539007,-1
"388",3,98,5,112,579,6548076,6548079,6548096,17,20,"SFIX",6548086,10
"389",3,41,2,113,348,6555375,6555377,6555380,3,5,"EFIX",6555376,655
"390",3,52,1,114,370,6565655,6565658,6565662,4,7,"SFIX",6565668,-6
"391",3,9,6,115,667,6577092,6577095,6577112,17,20,"SFIX",6577104,8
"392",3,90,3,116,238,6585988,6585991,6585995,4,7,"SFIX",6585999,-4
"393",3,125,2,117,260,6592038,6592041,6592046,5,8,"SFIX",6592047,-1
"394",3,136,1,118,436,6599153,6599156,6599164,8,11,"SFIX",6599162,2
"395",3,133,4,119,392,6606513,6606516,6606521,5,8,"SFIX",6606524,-3
"396",3,86,5,120,282,6612705,6612708,6612712,4,7,"SFIX",6612709,3
"397",3,26,5,121,249,6618353,6618357,6618363,6,10,"SFIX",6618361,2
"398",3,137,2,122,249,6629424,6629427,6629432,5,8,"SFIX",6629433,-1
"399",3,10,1,123,656,6636484,6636487,6636490,3,6,"SFIX",6636492,-2
"400",3,100,1,124,414,6647239,6647242,6647259,17,20,"SFIX",6647249,10
"401",3,99,6,125,194,6652680,6652683,6652690,7,10,"SFIX",6652689,1
"402",3,28,1,126,271,6660030,6660033,6660034,1,4,"SFIX",6660054,-20
"403",3,132,3,127,458,6672114,6672117,6672123,6,9,"SFIX",6672126,-3
"404",3,84,3,128,425,6678468,6678471,6678474,3,6,"SFIX",6678477,-3
"405",3,97,4,129,689,6687047,6687050,6687071,21,24,"SFIX",6687058,13
"406",3,31,4,130,315,6694546,6694549,6694569,20,23,"SFIX",6694561,8
"407",3,68,5,131,634,6708045,6708048,6708050,2,5,"SFIX",6708053,-3
"408",3,37,4,132,678,6715241,6715244,6715247,3,6,"SFIX",6715246,1
"409",3,116,5,133,414,6727136,6727140,6727143,3,7,"SFIX",6727150,-7
"410",3,2,5,134,359,6733652,6733655,6733661,6,9,"SFIX",6733663,-2
"411",3,119,2,135,502,6746048,6746051,6746070,19,22,"SFIX",6746058,12
"412",3,63,6,136,403,6751860,6751863,6751867,4,7,"SFIX",6751872,-5
"413",3,103,4,137,458,6759953,6759957,6759964,7,11,"SFIX",6759962,2
"414",3,82,1,138,436,6767705,6767708,6767728,20,23,"SFIX",6767710,18
"415",4,121,5,1,436,8108832,8108835,8108841,6,9,"SFIX",8108840,1
"416",4,30,4,2,315,8115022,8115026,8115032,6,10,"SFIX",8115029,3
"417",4,73,5,3,524,8126061,8126064,8126068,4,7,"SFIX",8126069,-1
"418",4,107,3,4,436,8133471,8133474,8133478,4,7,"SFIX",8133475,3
"419",4,113,3,5,513,8140247,8140250,8140256,6,9,"SFIX",8140250,6
"420",4,7,5,6,513,8146981,8146985,8146987,2,6,"SFIX",8146990,-3
"421",4,31,5,7,315,8159747,8159750,8159755,5,8,"SFIX",8159755,0
"422",4,86,6,8,282,8171729,8171732,8171738,6,9,"SFIX",8171740,-2
"423",4,81,1,9,700,8180498,8180501,8180508,7,10,"SFIX",8180513,-5
"424",4,101,3,10,359,8185879,8185882,8185886,4,7,"SFIX",8185888,-2
"425",4,104,6,11,601,8194088,8194092,8194096,4,8,"SFIX",8194104,-8
"426",4,21,1,12,656,8201479,8201482,8201487,5,8,"SFIX",8201490,-3
"427",4,13,5,13,271,8210065,8210068,8210070,2,5,"SFIX",8210074,-4
"428",4,82,2,14,436,8221234,8221237,8221239,2,5,"SFIX",8221246,-7
"429",4,109,5,15,381,8226402,8226405,8226411,6,9,"SFIX",8226405,6
"430",4,33,1,16,502,8235106,8235109,8235114,5,8,"SFIX",8235119,-5
"431",4,10,2,17,656,8246417,8246419,8246424,5,7,"SFIX",8246431,-7
"432",4,55,5,18,579,8255529,8255532,8255534,2,5,"SFIX",8255539,-5
"433",4,137,3,19,249,8260235,8260238,8260245,7,10,"SFIX",8260243,2
"434",4,72,4,20,337,8265784,8265787,8265790,3,6,"SFIX",8265795,-5
"435",4,67,5,21,414,8272188,8272191,8272194,3,6,"SFIX",8272194,0
"436",4,44,6,22,381,8278226,8278229,8278232,3,6,"SFIX",8278236,-4
"437",4,97,5,23,689,8288144,8288146,8288148,2,4,"EFIX",8288141,687
"438",4,34,2,24,425,8293651,8293653,8293660,7,9,"SFIX",8293659,1
"439",4,20,6,25,502,8305285,8305288,8305295,7,10,"SFIX",8305292,3
"440",4,94,2,26,293,8316144,8316147,8316151,4,7,"SFIX",8316156,-5
"441",4,87,1,27,524,8323632,8323635,8323642,7,10,"SFIX",8323647,-5
"442",4,61,5,28,513,8329984,8329987,8329993,6,9,"SFIX",8330002,-9
"443",4,43,5,29,216,8335742,8335745,8335751,6,9,"SFIX",8335750,1
"444",4,60,4,30,304,8348226,8348229,8348233,4,7,"SFIX",8348232,1
"445",4,59,3,31,249,8355827,8355831,8355837,6,10,"SFIX",8355837,0
"446",4,62,6,32,546,8364113,8364116,8364120,4,7,"SFIX",8364126,-6
"447",4,29,3,33,480,8370973,8370975,8370978,3,5,"SFIX",8370982,-4
"448",4,17,3,34,315,8379900,8379903,8379908,5,8,"SFIX",8379906,2
"449",4,132,4,35,458,8390093,8390096,8390104,8,11,"SFIX",8390106,-2
"450",4,93,1,36,502,8397292,8397295,8397301,6,9,"SFIX",8397301,0
"451",4,14,6,37,480,8403321,8403324,8403326,2,5,"SFIX",8403332,-6
"452",4,110,6,38,414,8413195,8413198,8413202,4,7,"EFIX",8413195,497
"453",4,42,4,39,480,8420374,8420377,8420380,3,6,"SFIX",8420380,0
"454",4,116,6,40,414,8430953,8430956,8430962,6,9,"SFIX",8430964,-2
"455",4,106,2,41,403,8437721,8437724,8437726,2,5,"SFIX",8437732,-6
"456",4,118,2,42,315,8443575,8443578,8443584,6,9,"SFIX",8443585,-1
"457",4,51,1,43,634,8450778,8450780,8450782,2,4,"SFIX",8450783,-1
"458",4,3,1,44,260,8458213,8458216,8458219,3,6,"SFIX",8458220,-1
"459",4,80,6,45,414,8467855,8467858,8467862,4,7,"SFIX",8467862,0
"460",4,27,1,46,304,8474001,8474003,8474006,3,5,"SFIX",8474003,3
"461",4,18,4,47,381,8483471,8483474,8483476,2,5,"SFIX",8483475,1
"462",4,74,6,48,315,8493200,8493203,8493206,3,6,"SFIX",8493206,0
"463",4,79,5,49,579,8500895,8500898,8500903,5,8,"SFIX",8500906,-3
"464",4,135,1,50,293,8506844,8506847,8506854,7,10,"SFIX",8506854,0
"465",4,19,5,51,359,8513351,8513354,8513359,5,8,"SFIX",8513361,-2
"466",4,124,2,52,513,8525116,8525119,8525121,2,5,"SFIX",8525124,-3
"467",4,102,4,53,557,8531299,8531302,8531305,3,6,"SFIX",8531307,-2
"468",4,127,5,54,513,8537047,8537050,8537057,7,10,"SFIX",8537053,4
"469",4,57,1,55,381,8542392,8542395,8542401,6,9,"SFIX",8542404,-3
"470",4,89,3,56,700,8549138,8549141,8549145,4,7,"EFIX",8549140,457
"471",4,16,2,57,502,8556264,8556267,8556270,3,6,"SFIX",8556274,-4
"472",4,36,4,58,392,8565432,8565435,8565439,4,7,"SFIX",8565442,-3
"473",4,83,3,59,491,8575164,8575167,8575169,2,5,"SFIX",8575172,-3
"474",4,76,2,60,458,8580823,8580826,8580834,8,11,"SFIX",8580834,0
"475",4,88,2,61,667,8588088,8588091,8588098,7,10,"SFIX",8588095,3
"476",4,128,6,62,282,8592414,8592430,8592436,6,22,"EFIX",8592384,539
"477",4,98,6,63,579,8601861,8601864,8601866,2,5,"SFIX",8601874,-8
"478",4,24,4,64,480,8608600,8608603,8608610,7,10,"SFIX",8608610,0
"479",4,75,1,65,249,8619209,8619211,8619213,2,4,"SFIX",8619220,-7
"480",4,6,4,66,502,8650877,8650881,8650888,7,11,"SFIX",8650887,1
"481",4,41,3,67,348,8660372,8660375,8660378,3,6,"SFIX",8660382,-4
"482",4,47,3,68,425,8670075,8670078,8670081,3,6,"SFIX",8670085,-4
"483",4,123,1,69,370,8680554,8680557,8680564,7,10,"EFIX",8680554,391
"484",4,26,6,70,249,8686750,8686754,8686761,7,11,"SFIX",8686757,4
"485",4,1,5,71,513,8697305,8697307,8697311,4,6,"SFIX",8697307,4
"486",4,8,6,72,612,8707646,8707649,8707654,5,8,"SFIX",8707660,-6
"487",4,28,2,73,271,8716384,8716387,8716390,3,6,"SFIX",8716391,-1
"488",4,11,3,74,293,8726198,8726202,8726207,5,9,"SFIX",8726206,1
"489",4,2,6,75,359,8735364,8735367,8735370,3,6,"SFIX",8735373,-3
"490",4,50,6,76,458,8745413,8745416,8745420,4,7,"SFIX",8745424,-4
"491",4,77,3,77,414,8755661,8755664,8755669,5,8,"SFIX",8755670,-1
"492",4,90,4,78,238,8760991,8760994,8761001,7,10,"SFIX",8760999,2
"493",4,134,6,79,348,8766972,8766974,8766979,5,7,"EFIX",8766973,389
"494",4,15,1,80,227,8773530,8773533,8773536,3,6,"SFIX",8773537,-1
"495",4,64,2,81,623,8782810,8782813,8782819,6,9,"SFIX",8782818,1
"496",4,131,3,82,447,8788186,8788189,8788191,2,5,"SFIX",8788196,-5
"497",4,52,2,83,370,8793054,8793057,8793062,5,8,"SFIX",8793065,-3
"498",4,92,6,84,546,8802749,8802752,8802759,7,10,"SFIX",8802760,-1
"499",4,9,1,85,667,8810081,8810084,8810089,5,8,"SFIX",8810087,2
"500",4,136,2,86,436,8818283,8818286,8818293,7,10,"SFIX",8818288,5
"501",4,63,1,87,403,8824819,8824822,8824824,2,5,"SFIX",8824825,-1
"502",4,71,3,88,403,NA,8830618,8830622,4,NA,"SFIX",8830620,2
"503",4,25,5,89,337,8836563,8836566,8836573,7,10,"SFIX",8836573,0
"504",4,5,3,90,480,8846107,8846110,8846116,6,9,"SFIX",8846118,-2
"505",4,65,3,91,502,8855482,8855485,8855493,8,11,"EFIX",8855476,485
"506",4,111,1,92,348,8861356,8861359,8861364,5,8,"SFIX",8861367,-3
"507",4,100,2,93,414,8867122,8867125,8867128,3,6,"SFIX",8867132,-4
"508",4,37,5,94,678,8872697,8872700,8872706,6,9,"SFIX",8872708,-2
"509",4,115,5,95,447,8881381,8881385,8881390,5,9,"SFIX",8881391,-1
"510",4,4,2,96,480,8887323,8887326,8887327,1,4,"SFIX",8887327,0
"511",4,39,1,97,436,8895785,8895788,8895791,3,6,"SFIX",8895793,-2
"512",4,130,2,98,535,8904821,8904824,8904828,4,7,"SFIX",8904829,-1
"513",4,103,5,99,458,8912319,8912322,8912325,3,6,"SFIX",8912322,3
"514",4,126,4,100,469,8919080,8919083,8919089,6,9,"SFIX",8919087,2
"515",4,99,1,101,194,8924953,8924957,8924960,3,7,"SFIX",8924965,-5
"516",4,48,4,102,282,8930139,8930142,8930145,3,6,"SFIX",8930146,-1
"517",4,108,4,103,326,8939367,8939370,8939375,5,8,"SFIX",8939371,4
"518",4,112,2,104,216,8945104,8945107,8945113,6,9,"SFIX",8945109,4
"519",4,38,6,105,447,8951623,8951626,8951631,5,8,"SFIX",8951633,-2
"520",4,32,6,106,370,8960814,8960817,8960820,3,6,"SFIX",8960819,1
"521",4,133,5,107,392,8971301,8971305,8971310,5,9,"SFIX",8971308,2
"522",4,105,1,108,315,8976891,8976894,8976901,7,10,"SFIX",8976903,-2
"523",4,45,1,109,469,8981978,8981981,8981986,5,8,"SFIX",8981999,-13
"524",4,23,3,110,370,8990701,8990704,8990709,5,8,"SFIX",8990709,0
"525",4,119,3,111,502,9000445,9000448,9000453,5,8,"SFIX",9000457,-4
"526",4,85,5,112,436,9007647,9007650,9007657,7,10,"SFIX",9007656,1
"527",4,22,2,113,557,9015270,9015273,9015280,7,10,"SFIX",9015283,-3
"528",4,54,4,114,535,9024738,9024741,9024744,3,6,"SFIX",9024752,-8
"529",4,46,2,115,271,9033804,9033807,9033814,7,10,"SFIX",9033815,-1
"530",4,84,4,116,425,9043331,9043334,9043337,3,6,"SFIX",9043336,1
"531",4,120,4,117,403,9049902,9049905,9049908,3,6,"SFIX",9049917,-9
"532",4,12,4,118,590,9055786,9055789,9055792,3,6,"EFIX",9055786,466
"533",4,66,4,119,524,9064392,9064395,9064402,7,10,"SFIX",9064400,2
"534",4,125,3,120,260,9069643,9069646,9069654,8,11,"SFIX",9069651,3
"535",4,96,4,121,359,9075382,9075385,9075392,7,10,"SFIX",9075390,2
"536",4,95,3,122,425,9081635,9081638,9081643,5,8,"SFIX",9081644,-1
"537",4,49,5,123,513,9088432,9088435,9088440,5,8,"SFIX",9088445,-5
"538",4,91,5,124,216,9097637,9097640,9097643,3,6,"SFIX",9097646,-3
"539",4,78,4,125,546,9105463,9105466,9105474,8,11,"SFIX",9105474,0
"540",4,117,1,126,337,9113603,9113606,9113624,18,21,"SFIX",9113612,12
"541",4,138,4,127,524,9120738,9120741,9120748,7,10,"SFIX",9120752,-4
"542",4,70,2,128,733,9126696,9126699,9126706,7,10,"SFIX",9126704,2
"543",4,53,3,129,326,9133562,9133565,9133570,5,8,"SFIX",9133571,-1
"544",4,122,6,130,403,9142293,9142296,9142300,4,7,"SFIX",9142305,-5
"545",4,69,1,131,381,9146810,9146813,9146819,6,9,"EFIX",9146812,440
"546",4,35,3,132,469,9152386,9152389,9152397,8,11,"SFIX",9152401,-4
"547",4,56,6,133,480,9161716,9161719,9161727,8,11,"SFIX",9161726,1
"548",4,114,4,134,271,9167720,9167723,9167731,8,11,"SFIX",9167735,-4
"549",4,58,2,135,403,9174704,9174707,9174708,1,4,"SFIX",9174709,-1
"550",4,68,6,136,634,9182331,9182334,9182353,19,22,"EFIX",9182331,412
"551",4,40,2,137,513,9189030,9189033,9189036,3,6,"SFIX",9189039,-3
"552",4,129,1,138,271,9197255,9197258,9197260,2,5,"SFIX",9197264,-4
