"","sub","cond","item","seq","start_time","end_time","duration_ms","deg","prev"
"8224",31,5,83,54,3858473,3863298,4825,"20","orth"
"8323",31,4,16,55,3866497,3870869,4372,"20","valid"
"8520",31,5,65,56,3876680,3880798,4118,"20","orth"
"8626",31,5,113,57,3883957,3888069,4112,"20","orth"
"8717",31,3,3,58,3891121,3895346,4225,"0","mask"
"8919",31,5,41,59,3902650,3906016,3366,"20","orth"
"9123",31,3,75,60,3913626,3918471,4845,"0","mask"
"9225",31,2,74,61,3921523,3925535,4012,"0","orth"
"9323",31,3,9,62,3928507,3933912,5405,"0","mask"
"9522",31,4,40,63,3941889,3945901,4012,"20","valid"
"9720",31,4,136,64,3952479,3956504,4025,"20","valid"
"9823",31,2,62,65,3959363,3963654,4291,"0","orth"
"9919",31,6,96,66,4005372,4009757,4385,"20","mask"
"10026",31,2,2,67,4012897,4017095,4198,"0","orth"
"10222",31,3,57,68,4023333,4028377,5044,"0","mask"
"10322",31,6,102,69,4031210,4036221,5011,"20","mask"
"10421",31,1,109,70,4039260,4044038,4778,"0","valid"
"10519",31,6,60,71,4047497,4051062,3565,"20","mask"
"10622",31,4,22,72,4054181,4059606,5425,"20","valid"
"10820",31,5,95,73,4065870,4070748,4878,"20","orth"
"10922",31,5,17,74,4074000,4078059,4059,"20","orth"
"11125",31,5,131,75,4084050,4088555,4505,"20","orth"
"11225",31,1,127,76,4091707,4096932,5225,"0","valid"
"11319",31,1,25,77,4100017,4104982,4965,"0","valid"
"11518",31,4,112,78,4110947,4115925,4978,"20","valid"
"11624",31,3,129,79,4118924,4124142,5218,"0","mask"
"11726",31,3,81,80,4127101,4132459,5358,"0","mask"
"11823",31,3,69,81,4135544,4141329,5785,"0","mask"
"11920",31,3,39,82,4144388,4149905,5517,"0","mask"
"12123",31,2,20,83,4156170,4160475,4305,"0","orth"
"12321",31,1,79,84,4166593,4172217,5624,"0","valid"
"12422",31,6,72,85,4175076,4180701,5625,"20","mask"
"12521",31,5,29,86,4184080,4188078,3998,"20","orth"
"12721",31,3,99,87,4194929,4199694,4765,"0","mask"
"12820",31,4,34,88,4202553,4208271,5718,"20","valid"
"13018",31,3,21,89,4214975,4220366,5391,"0","mask"
"13224",31,4,130,90,4226611,4231049,4438,"20","valid"
"13320",31,3,111,91,4234148,4239439,5291,"0","mask"
"13422",31,2,26,92,4242371,4247430,5059,"0","orth"
"13621",31,3,105,93,4254554,4260938,6384,"0","mask"
"13719",31,2,110,94,4264350,4268795,4445,"0","orth"
"13821",31,3,135,95,4273200,4278252,5052,"0","mask"
"13921",31,5,47,96,4281157,4285549,4392,"20","orth"
"14126",31,4,100,97,4291893,4296771,4878,"20","valid"
"14221",31,6,132,98,4299784,4304755,4971,"20","mask"
"14326",31,4,70,99,4308074,4313385,5311,"20","valid"
"14419",31,3,87,100,4316224,4323355,7131,"0","mask"
"14519",31,6,36,101,4325947,4329586,3639,"20","mask"
"14721",31,1,19,102,4335637,4342441,6804,"0","valid"
"14925",31,2,68,103,4348619,4353770,5151,"0","orth"
"15024",31,3,63,104,4357036,4360888,3852,"0","mask"
"15125",31,3,123,105,4363840,4370131,6291,"0","mask"
"15224",31,2,86,106,4372923,4377129,4206,"0","orth"
"15320",31,6,12,107,4380614,4384299,3685,"20","mask"
"15521",31,2,38,108,4390650,4395209,4559,"0","orth"
"15724",31,4,94,109,4400953,4405145,4192,"20","valid"
"15822",31,2,50,110,4407844,4412122,4278,"0","orth"
"16026",31,5,119,111,4418233,4422945,4712,"20","orth"
"16124",31,6,54,112,4426091,4430289,4198,"20","mask"
"16325",31,6,120,113,4436280,4439752,3472,"20","mask"
"16420",31,6,84,114,4442884,4448562,5678,"20","mask"
"16522",31,1,121,115,4452001,4456712,4711,"0","valid"
"16617",31,4,10,116,4459738,4463417,3679,"20","valid"
"16822",31,4,82,117,4469861,4472887,3026,"20","valid"
"16924",31,5,89,118,4476239,4482456,6217,"20","orth"
"17022",31,1,13,119,4485342,4491400,6058,"0","valid"
"17222",31,3,15,120,4497571,4502409,4838,"0","mask"
"17418",31,4,124,121,4508487,4512678,4191,"20","valid"
"17523",31,4,88,122,4516231,4521915,5684,"20","valid"
"17622",31,6,30,123,4525001,4531485,6484,"20","mask"
"17823",31,2,8,124,4537783,4542174,4391,"0","orth"
"18022",31,3,117,125,4548239,4552624,4385,"0","mask"
"18127",31,5,35,126,4555323,4559874,4551,"20","orth"
"18318",31,5,11,127,4566665,4570364,3699,"20","orth"
"18519",31,1,37,128,4576082,4580913,4831,"0","valid"
"18722",31,1,49,129,4586978,4591589,4611,"0","valid"
"18921",31,4,46,130,4597254,4601399,4145,"20","valid"
"19126",31,4,106,131,4607244,4611002,3758,"20","valid"
"19226",31,5,71,132,4614001,4617786,3785,"20","orth"
"19322",31,5,53,133,4620719,4624930,4211,"20","orth"
"19521",31,1,43,134,4630922,4635067,4145,"0","valid"
"19720",31,1,67,135,4641104,4644623,3519,"0","valid"
"19823",31,3,93,136,4647675,4650894,3219,"0","mask"
"19926",31,6,18,137,4653840,4658525,4685,"20","mask"
"20123",31,1,97,138,4664649,4668868,4219,"0","valid"
"10124",32,3,116,1,5794632,5801883,7251,"0","mask"
"11101",32,5,112,2,5804902,5809520,4618,"20","orth"
"12106",32,2,73,3,5812426,5816644,4218,"0","orth"
"13107",32,3,68,4,5819563,5823188,3625,"0","mask"
"14108",32,6,107,5,5825940,5832738,6798,"20","mask"
"15105",32,2,7,6,5835677,5838916,3239,"0","orth"
"17104",32,4,123,7,5847752,5852264,4512,"20","valid"
"18107",32,4,93,8,5855223,5858295,3072,"20","valid"
"19103",32,1,24,9,5861188,5864247,3059,"0","valid"
"2124",32,5,130,10,5870771,5875616,4845,"20","orth"
"2225",32,2,79,11,5879174,5882733,3559,"0","orth"
"2319",32,1,30,12,5885679,5888617,2938,"0","valid"
"2522",32,3,80,13,5894669,5898447,3778,"0","mask"
"2627",32,3,44,14,5901413,5904132,2719,"0","mask"
"2822",32,3,134,15,5909716,5913515,3799,"0","mask"
"2923",32,3,86,16,5916407,5921259,4852,"0","mask"
"3025",32,2,97,17,5924111,5927770,3659,"0","orth"
"3121",32,6,89,18,5931135,5934454,3319,"20","mask"
"3223",32,4,63,19,5937373,5939619,2246,"20","valid"
"3322",32,1,72,20,5942491,5947349,4858,"0","valid"
"3424",32,4,105,21,5950135,5954813,4678,"20","valid"
"3520",32,2,85,22,5957912,5961777,3865,"0","orth"
"3624",32,2,115,23,5965849,5968908,3059,"0","orth"
"3719",32,6,47,24,5971680,5976385,4705,"20","mask"
"3924",32,2,31,25,5982690,5986715,4025,"0","orth"
"4125",32,4,69,26,5993366,5996251,2885,"20","valid"
"4220",32,2,103,27,5999170,6001782,2612,"0","orth"
"4323",32,5,76,28,6004635,6009979,5344,"20","orth"
"4423",32,1,138,29,6013125,6016690,3565,"0","valid"
"4518",32,6,131,30,6019816,6024094,4278,"20","mask"
"4623",32,2,121,31,6026927,6030225,3298,"0","orth"
"4721",32,3,32,32,6033104,6036723,3619,"0","mask"
"4916",32,2,133,33,6043661,6047166,3505,"0","orth"
"5025",32,6,59,34,6050171,6053697,3526,"20","mask"
"5120",32,4,51,35,6056815,6060074,3259,"20","valid"
"5324",32,4,135,36,6066085,6071756,5671,"20","valid"
"5425",32,3,26,37,6074949,6079040,4091,"0","mask"
"5620",32,2,49,38,6085905,6089537,3632,"0","orth"
"5822",32,4,27,39,6095048,6099200,4152,"20","valid"
"6021",32,3,2,40,6104891,6108656,3765,"0","mask"
"6228",32,4,75,41,6116120,6123077,6957,"20","valid"
"6320",32,3,56,42,6126070,6130575,4505,"0","mask"
"6423",32,1,132,43,6133547,6136426,2879,"0","valid"
"6525",32,2,67,44,6139212,6142251,3039,"0","orth"
"6622",32,4,3,45,6145010,6150408,5398,"20","valid"
"6822",32,5,70,46,6156765,6160144,3379,"20","orth"
"6923",32,1,18,47,6162916,6166402,3486,"0","valid"
"7122",32,3,20,48,6172586,6175358,2772,"0","mask"
"7320",32,4,45,49,6181936,6185082,3146,"20","valid"
"7523",32,1,126,50,6191333,6194725,3392,"0","valid"
"7626",32,5,46,51,6197744,6201295,3551,"20","orth"
"7824",32,5,58,52,6207113,6211812,4699,"20","orth"
"7924",32,5,52,53,6214644,6218403,3759,"20","orth"
"8124",32,5,34,54,6225460,6228925,3465,"20","orth"
"8324",32,1,120,55,6236083,6239954,3871,"0","valid"
"8418",32,5,16,56,6243074,6245646,2572,"20","orth"
"8627",32,1,90,57,6251664,6254976,3312,"0","valid"
"8718",32,6,119,58,6257995,6261926,3931,"20","mask"
"8824",32,6,5,59,6264706,6268364,3658,"20","mask"
"9019",32,3,62,60,6274455,6278101,3646,"0","mask"
"9124",32,3,74,61,6280940,6283698,2758,"0","mask"
"9226",32,4,33,62,6286604,6289316,2712,"20","valid"
"9420",32,5,82,63,6295128,6297820,2692,"20","orth"
"9523",32,1,96,64,6300772,6303411,2639,"0","valid"
"9617",32,1,84,65,6306250,6311215,4965,"0","valid"
"9721",32,3,14,66,6358191,6361610,3419,"0","mask"
"9920",32,4,117,67,6368154,6370606,2452,"20","valid"
"10027",32,1,48,68,6374405,6377071,2666,"0","valid"
"10223",32,2,43,69,6384102,6386894,2792,"0","orth"
"10422",32,2,13,70,6392751,6397930,5179,"0","orth"
"10623",32,4,81,71,6404421,6408459,4038,"20","valid"
"10723",32,5,100,72,6411345,6414097,2752,"20","orth"
"10821",32,1,60,73,6417189,6421021,3832,"0","valid"
"10923",32,2,37,74,6423887,6428605,4718,"0","orth"
"11126",32,5,64,75,6437169,6440880,3711,"20","orth"
"11226",32,3,8,76,6444946,6449117,4171,"0","mask"
"11423",32,6,41,77,6456475,6459667,3192,"20","mask"
"11625",32,3,110,78,6480973,6485524,4551,"0","mask"
"11727",32,1,6,79,6488350,6494434,6084,"0","valid"
"11921",32,2,19,80,6499945,6502584,2639,"0","orth"
"12124",32,1,36,81,6510088,6513340,3252,"0","valid"
"12322",32,6,101,82,6519651,6522970,3319,"20","mask"
"12423",32,4,21,83,6525982,6530234,4252,"20","valid"
"12618",32,2,61,84,6536805,6540324,3519,"0","orth"
"12722",32,4,111,85,6543463,6546288,2825,"20","valid"
"12821",32,5,106,86,6549220,6552013,2793,"20","orth"
"12926",32,1,108,87,6554965,6557984,3019,"0","valid"
"13019",32,3,92,88,6560957,6564848,3891,"0","mask"
"13124",32,4,99,89,6567774,6571919,4145,"20","valid"
"13225",32,2,1,90,6575138,6578710,3572,"0","orth"
"13423",32,4,87,91,6585014,6590112,5098,"20","valid"
"13517",32,6,113,92,6592924,6596803,3879,"20","mask"
"13622",32,4,129,93,6599589,6603687,4098,"20","valid"
"13720",32,4,9,94,6606819,6611044,4225,"20","valid"
"13922",32,1,114,95,6617149,6621247,4098,"0","valid"
"14022",32,2,127,96,6624100,6626752,2652,"0","orth"
"14127",32,2,91,97,6629744,6633236,3492,"0","orth"
"14222",32,6,71,98,6636202,6639914,3712,"20","mask"
"14327",32,5,124,99,6642879,6645918,3039,"20","orth"
"14420",32,6,83,100,6648724,6651409,2685,"20","mask"
"14520",32,5,94,101,6654255,6659153,4898,"20","orth"
"14624",32,5,118,102,6662226,6665131,2905,"20","orth"
"14722",32,5,28,103,6667844,6671656,3812,"20","orth"
"14926",32,3,122,104,6677920,6680219,2299,"0","mask"
"15025",32,5,4,105,6683318,6686743,3425,"20","orth"
"15225",32,3,38,106,6692794,6696693,3899,"0","mask"
"15424",32,6,95,107,6702278,6705756,3478,"20","mask"
"15522",32,6,65,108,6708702,6712794,4092,"20","mask"
"15620",32,6,77,109,6715719,6719258,3539,"20","mask"
"15725",32,4,15,110,6722024,6724163,2139,"20","valid"
"15922",32,6,11,111,6730187,6732866,2679,"20","mask"
"16125",32,3,128,112,6739297,6743955,4658,"0","mask"
"16220",32,6,17,113,6747154,6752139,4985,"20","mask"
"16421",32,6,137,114,6758344,6762096,3752,"20","mask"
"16523",32,4,39,115,6764714,6768107,3393,"20","valid"
"16726",32,5,88,116,6774584,6777556,2972,"20","orth"
"16823",32,6,29,117,6780489,6787546,7057,"20","mask"
"17023",32,1,102,118,6793457,6795710,2253,"0","valid"
"17127",32,6,125,119,6798455,6801994,3539,"20","mask"
"17223",32,1,42,120,6805593,6809851,4258,"0","valid"
"17419",32,1,12,121,6816122,6818501,2379,"0","valid"
"17623",32,1,78,122,6824726,6827618,2892,"0","valid"
"17720",32,1,66,123,6830830,6833982,3152,"0","valid"
"17824",32,2,109,124,6836948,6840107,3159,"0","orth"
"17922",32,4,57,125,6842926,6845785,2859,"20","valid"
"18023",32,3,50,126,6848704,6851949,3245,"0","mask"
"18221",32,3,104,127,6857827,6861605,3778,"0","mask"
"18319",32,3,98,128,6864544,6868323,3779,"0","mask"
"18423",32,5,136,129,6871209,6874974,3765,"20","orth"
"18520",32,2,55,130,6877999,6880759,2760,"0","orth"
"18621",32,5,22,131,6883937,6886503,2566,"20","orth"
"18822",32,2,25,132,6892387,6895606,3219,"0","orth"
"19022",32,5,40,133,6901477,6905089,3612,"20","orth"
"19227",32,6,35,134,6911980,6915565,3585,"20","mask"
"19419",32,1,54,135,6922470,6925262,2792,"0","valid"
"19623",32,5,10,136,6932613,6935772,3159,"20","orth"
"19824",32,6,23,137,6941649,6945095,3446,"20","mask"
"20023",32,6,53,138,6950779,6954371,3592,"20","mask"
"10125",33,4,74,1,8222251,8226656,4405,"20","valid"
"11102",33,2,30,2,8229648,8234446,4798,"0","orth"
"13108",33,3,43,3,8240071,8242963,2892,"0","mask"
"15106",33,6,22,4,8249221,8253199,3978,"20","mask"
"17105",33,3,67,5,8259418,8262056,2638,"0","mask"
"18108",33,3,115,6,8265149,8269114,3965,"0","mask"
"19104",33,6,76,7,8273026,8278797,5771,"20","mask"
"2030",33,6,130,8,8282189,8287593,5404,"20","mask"
"2125",33,5,105,9,8290399,8294698,4299,"20","orth"
"2226",33,1,77,10,8298190,8302515,4325,"0","valid"
"2320",33,4,38,11,8305980,8311418,5438,"20","valid"
"2523",33,2,126,12,8317603,8323081,5478,"0","orth"
"2628",33,2,36,13,8326366,8329091,2725,"0","orth"
"2823",33,5,15,14,8337222,8341600,4378,"20","orth"
"3026",33,4,2,15,8347932,8352576,4644,"20","valid"
"3224",33,1,53,16,8359767,8362146,2379,"0","valid"
"3425",33,2,72,17,8367304,8369730,2426,"0","orth"
"3521",33,6,34,18,8373376,8378307,4931,"20","mask"
"3720",33,4,68,19,8384605,8389149,4544,"20","valid"
"3823",33,6,52,20,8393521,8398313,4792,"20","mask"
"4023",33,4,128,21,8404617,8412727,8110,"20","valid"
"4126",33,3,7,22,8415633,8418965,3332,"0","mask"
"4324",33,1,119,23,8425803,8430448,4645,"0","valid"
"4424",33,4,26,24,8433593,8441997,8404,"20","valid"
"4624",33,5,3,25,8450240,8454878,4638,"20","orth"
"4826",33,5,135,26,8461083,8466014,4931,"20","orth"
"4917",33,3,109,27,8469287,8472765,3478,"0","mask"
"5026",33,5,129,28,8475611,8480196,4585,"20","orth"
"5121",33,1,131,29,8505540,8508958,3418,"0","valid"
"5224",33,1,11,30,8511864,8514677,2813,"0","valid"
"5426",33,3,19,31,8520181,8522567,2386,"0","mask"
"5621",33,1,101,32,8531824,8534903,3079,"0","valid"
"5723",33,6,112,33,8537755,8541760,4005,"20","mask"
"5823",33,1,41,34,8544906,8548517,3611,"0","valid"
"6022",33,1,83,35,8555068,8558574,3506,"0","valid"
"6122",33,5,93,36,8561659,8565711,4052,"20","orth"
"6229",33,4,44,37,8568750,8572882,4132,"20","valid"
"6424",33,3,85,38,8578460,8582345,3885,"0","mask"
"6526",33,2,138,39,8585291,8587976,2685,"0","orth"
"6623",33,5,21,40,8590875,8596193,5318,"20","orth"
"6823",33,6,124,41,8601805,8605043,3238,"20","mask"
"6924",33,5,81,42,8608522,8612534,4012,"20","orth"
"7023",33,2,96,43,8615719,8620884,5165,"0","orth"
"7123",33,6,46,44,8623856,8628535,4679,"20","mask"
"7321",33,4,104,45,8634326,8637984,3658,"20","valid"
"7423",33,4,8,46,8641490,8646555,5065,"20","valid"
"7627",33,3,25,47,8653819,8656671,2852,"0","mask"
"7825",33,4,116,48,8661969,8665834,3865,"20","valid"
"7925",33,5,99,49,8669439,8672658,3219,"20","orth"
"8021",33,1,23,50,8675517,8680409,4892,"0","valid"
"8225",33,1,47,51,8686180,8691431,5251,"0","valid"
"8419",33,4,86,52,8698576,8703647,5071,"20","valid"
"8521",33,6,136,53,8708125,8710771,2646,"20","mask"
"8628",33,6,64,54,8714177,8723366,9189,"20","mask"
"8719",33,1,89,55,8727112,8730597,3485,"0","valid"
"8825",33,4,98,56,8772828,8775800,2972,"20","valid"
"8920",33,3,31,57,8778833,8782025,3192,"0","mask"
"9125",33,2,54,58,8789822,8792634,2812,"0","orth"
"9324",33,6,28,59,8799945,8803996,4051,"20","mask"
"9524",33,2,84,60,8811380,8818731,7351,"0","orth"
"9618",33,5,39,61,8821943,8826528,4585,"20","orth"
"9824",33,6,106,62,8831720,8834125,2405,"20","mask"
"9921",33,1,65,63,8837005,8841823,4818,"0","valid"
"10028",33,4,110,64,8845082,8847520,2438,"20","valid"
"10126",33,5,33,65,8850806,8854351,3545,"20","orth"
"10323",33,6,82,66,8912210,8915555,3345,"20","mask"
"10423",33,2,90,67,8919987,8923073,3086,"0","orth"
"10520",33,5,117,68,8926445,8929384,2939,"20","orth"
"10624",33,3,13,69,8932356,8935775,3419,"0","mask"
"10822",33,2,42,70,8940826,8944785,3959,"0","orth"
"11017",33,6,70,71,8951682,8956107,4425,"20","mask"
"11127",33,1,17,72,8959339,8962385,3046,"0","valid"
"11320",33,3,97,73,8968989,8971348,2359,"0","mask"
"11424",33,2,24,74,8975227,8979698,4471,"0","orth"
"11626",33,5,75,75,8986116,8990301,4185,"20","orth"
"11728",33,4,50,76,8993440,8997112,3672,"20","valid"
"11922",33,3,79,77,9002210,9006708,4498,"0","mask"
"12024",33,5,63,78,9010874,9014765,3891,"20","orth"
"12125",33,4,62,79,9019064,9022063,2999,"20","valid"
"12225",33,2,66,80,9025282,9028267,2985,"0","orth"
"12323",33,1,29,81,9032159,9036451,4292,"0","valid"
"12522",33,3,91,82,9041922,9045761,3839,"0","mask"
"12619",33,3,61,83,9048920,9051679,2759,"0","mask"
"12723",33,6,94,84,9054771,9059302,4531,"20","mask"
"12822",33,1,107,85,9062295,9066100,3805,"0","valid"
"12927",33,6,10,86,9068959,9073390,4431,"20","mask"
"13125",33,6,58,87,9080988,9084893,3905,"20","mask"
"13226",33,2,102,88,9088365,9091517,3152,"0","orth"
"13321",33,5,9,89,9095096,9100061,4965,"20","orth"
"13518",33,3,37,90,9105246,9111903,6657,"0","mask"
"13721",33,4,92,91,9118134,9121599,3465,"20","valid"
"13822",33,6,16,92,9124432,9128857,4425,"20","mask"
"14023",33,6,4,93,9135095,9138447,3352,"20","mask"
"14223",33,2,78,94,9151422,9153727,2305,"0","orth"
"14328",33,6,88,95,9157866,9161205,3339,"20","mask"
"14421",33,5,123,96,9165077,9170521,5444,"20","orth"
"14521",33,5,27,97,9175340,9178485,3145,"20","orth"
"14723",33,3,1,98,9184816,9188121,3305,"0","mask"
"14927",33,2,114,99,9196819,9199890,3071,"0","orth"
"15026",33,2,12,100,9207548,9211773,4225,"0","orth"
"15226",33,1,95,101,9274656,9277082,2426,"0","valid"
"15321",33,4,14,102,9280054,9284399,4345,"20","valid"
"15523",33,2,6,103,9290897,9297708,6811,"0","orth"
"15726",33,1,71,104,9302746,9305411,2665,"0","valid"
"15823",33,2,108,105,9308350,9311736,3386,"0","orth"
"15923",33,5,51,106,9370121,9373766,3645,"20","orth"
"16126",33,2,60,107,9379605,9383710,4105,"0","orth"
"16221",33,3,49,108,9386802,9390201,3399,"0","mask"
"16422",33,5,57,109,9397871,9400990,3119,"20","orth"
"16524",33,3,73,110,9404355,9407581,3226,"0","mask"
"16618",33,5,69,111,9416524,9419483,2959,"20","orth"
"16727",33,3,103,112,9424421,9427626,3205,"0","mask"
"16824",33,2,120,113,9430612,9434271,3659,"0","orth"
"16925",33,3,55,114,9437776,9439322,1546,"0","mask"
"17024",33,2,48,115,9443627,9444973,1346,"0","orth"
"17224",33,1,59,116,9452358,9454904,2546,"0","valid"
"17322",33,5,87,117,9458329,9464633,6304,"20","orth"
"17420",33,2,18,118,9479701,9482520,2819,"0","orth"
"17624",33,5,111,119,9488984,9491703,2719,"20","orth"
"17721",33,4,20,120,9495735,9498320,2585,"20","valid"
"17923",33,4,122,121,9504552,9506931,2379,"20","valid"
"18024",33,4,80,122,9510063,9512795,2732,"20","valid"
"18128",33,4,32,123,9516487,9520706,4219,"20","valid"
"18320",33,6,40,124,9526997,9530463,3466,"20","mask"
"18521",33,4,134,125,9537226,9541258,4032,"20","valid"
"18622",33,1,35,126,9544817,9547163,2346,"0","valid"
"18823",33,6,118,127,9554660,9557685,3025,"20","mask"
"18922",33,4,56,128,9562004,9565489,3485,"20","valid"
"19023",33,2,132,129,9568415,9572647,4232,"0","orth"
"19127",33,6,100,130,9576618,9579550,2932,"20","mask"
"19228",33,1,113,131,9584202,9588021,3819,"0","valid"
"19323",33,3,121,132,9590866,9593472,2606,"0","mask"
"19420",33,1,5,133,9598097,9601389,3292,"0","valid"
"19624",33,3,127,134,9609140,9611112,1972,"0","mask"
"19721",33,5,45,135,9614678,9618190,3512,"20","orth"
"19927",33,3,133,136,9625061,9627233,2172,"0","mask"
"20024",33,1,137,137,9631032,9635263,4231,"0","valid"
"20124",33,1,125,138,9641574,9644367,2793,"0","valid"
"10127",34,6,81,1,772970,778168,5198,"20","mask"
"11103",34,6,63,2,781374,786485,5111,"20","mask"
"12107",34,5,68,3,789351,794155,4804,"20","orth"
"13109",34,5,8,4,797541,802499,4958,"20","orth"
"15107",34,1,88,5,809570,814035,4465,"0","valid"
"16103",34,5,32,6,816921,821206,4285,"20","orth"
"18109",34,5,20,7,828037,832555,4518,"20","orth"
"2031",34,4,121,8,840292,844117,3825,"20","valid"
"2126",34,2,107,9,846916,850781,3865,"0","orth"
"2227",34,2,137,10,853507,857372,3865,"0","orth"
"2321",34,6,21,11,860271,865616,5345,"20","mask"
"2524",34,5,110,12,871480,876552,5072,"20","orth"
"2629",34,4,79,13,879890,885808,5918,"20","valid"
"2719",34,2,35,14,889020,892526,3506,"0","orth"
"2924",34,5,80,15,899930,903835,3905,"20","orth"
"3027",34,3,108,16,907174,913205,6031,"0","mask"
"3122",34,1,124,17,916397,919889,3492,"0","valid"
"3225",34,5,62,18,922635,927173,4538,"20","orth"
"3323",34,6,123,19,930138,934650,4512,"20","mask"
"3426",34,6,111,20,938502,943287,4785,"20","mask"
"3522",34,6,9,21,946299,951064,4765,"20","mask"
"3721",34,1,40,22,958581,962960,4379,"0","valid"
"3925",34,6,87,23,970090,974962,4872,"20","mask"
"4024",34,2,125,24,978301,982986,4685,"0","orth"
"4127",34,3,96,25,986045,990430,4385,"0","mask"
"4221",34,3,24,26,993562,1000053,6491,"0","mask"
"4425",34,5,86,27,1006930,1012968,6038,"20","orth"
"4519",34,4,7,28,1016353,1021971,5618,"20","valid"
"4722",34,1,82,29,1030595,1033967,3372,"0","valid"
"4827",34,2,59,30,1036939,1041171,4232,"0","orth"
"4918",34,5,50,31,1044436,1048528,4092,"20","orth"
"5122",34,5,104,32,1055146,1059144,3998,"20","orth"
"5225",34,4,91,33,1062583,1068081,5498,"20","valid"
"5325",34,5,44,34,1071306,1075391,4085,"20","orth"
"5525",34,4,55,35,1083222,1086401,3179,"20","valid"
"5622",34,1,28,36,1089333,1092985,3652,"0","valid"
"5824",34,1,106,37,1100622,1103541,2919,"0","valid"
"5925",34,2,71,38,1110491,1114943,4452,"0","orth"
"6023",34,4,97,39,1139294,1143559,4265,"20","valid"
"6123",34,1,34,40,1146705,1150897,4192,"0","valid"
"6321",34,1,58,41,1158367,1162146,3779,"0","valid"
"6425",34,2,131,42,1164998,1169397,4399,"0","orth"
"6527",34,1,118,43,1172369,1176434,4065,"0","valid"
"6624",34,3,54,44,1179719,1182845,3126,"0","mask"
"6824",34,4,37,45,1191435,1198919,7484,"20","valid"
"7024",34,2,101,46,1206343,1211015,4672,"0","orth"
"7124",34,1,22,47,1213873,1218452,4579,"0","valid"
"7322",34,4,109,48,1225323,1228681,3358,"20","valid"
"7424",34,2,77,49,1259297,1263388,4091,"0","orth"
"7524",34,6,99,50,1266840,1271559,4719,"20","mask"
"7628",34,4,67,51,1274745,1278250,3505,"20","valid"
"7722",34,2,113,52,1281109,1286287,5178,"0","orth"
"7826",34,1,4,53,1289692,1293284,3592,"0","valid"
"8022",34,2,119,54,1299855,1304366,4511,"0","orth"
"8125",34,2,41,55,1307706,1310784,3078,"0","orth"
"8325",34,4,49,56,1316855,1323113,6258,"20","valid"
"8522",34,5,14,57,1328944,1333802,4858,"20","orth"
"8720",34,5,134,58,1339853,1343159,3306,"20","orth"
"8826",34,6,45,59,1346291,1349383,3092,"20","mask"
"9020",34,6,117,60,1355508,1359126,3618,"20","mask"
"9126",34,6,57,61,1362219,1365744,3525,"20","mask"
"9227",34,3,72,62,1368610,1372934,4324,"0","mask"
"9325",34,3,114,63,1376027,1380085,4058,"0","mask"
"9421",34,2,29,64,1383344,1387189,3845,"0","orth"
"9619",34,3,66,65,1393660,1397672,4012,"0","mask"
"9722",34,2,95,66,1458336,1462268,3932,"0","orth"
"9825",34,3,84,67,1465780,1470898,5118,"0","mask"
"9922",34,1,94,68,1474111,1478875,4764,"0","valid"
"10029",34,2,47,69,1481814,1484100,2286,"0","orth"
"10224",34,2,23,70,1490624,1494723,4099,"0","orth"
"10424",34,3,90,71,1500761,1504213,3452,"0","mask"
"10521",34,5,98,72,1507658,1510797,3139,"20","orth"
"10625",34,3,138,73,1513749,1517455,3706,"0","mask"
"10724",34,1,16,74,1520367,1523165,2798,"0","valid"
"10924",34,3,120,75,1603936,1608107,4171,"0","mask"
"11018",34,4,61,76,1611406,1615465,4059,"20","valid"
"11128",34,6,39,77,1618244,1622895,4651,"20","mask"
"11321",34,6,69,78,1629026,1632225,3199,"20","mask"
"11425",34,2,83,79,1635371,1640009,4638,"0","orth"
"11519",34,2,89,80,1643061,1648126,5065,"0","orth"
"11627",34,3,30,81,1651072,1654877,3805,"0","mask"
"11824",34,5,92,82,1661201,1665100,3899,"20","orth"
"11923",34,4,127,83,1668312,1672044,3732,"20","valid"
"12025",34,1,70,84,1675170,1679335,4165,"0","valid"
"12126",34,4,103,85,1682727,1686985,4258,"20","valid"
"12226",34,6,51,86,1689964,1694256,4292,"20","mask"
"12424",34,1,52,87,1700460,1704005,3545,"0","valid"
"12620",34,4,25,88,1710250,1713715,3465,"20","valid"
"12823",34,2,53,89,1719353,1722705,3352,"0","orth"
"13020",34,6,27,90,1728323,1732302,3979,"20","mask"
"13227",34,4,13,91,1738179,1742291,4112,"20","valid"
"13424",34,3,132,92,1747622,1751208,3586,"0","mask"
"13519",34,6,75,93,1754027,1758659,4632,"20","mask"
"13623",34,3,48,94,1761251,1763550,2299,"0","mask"
"13823",34,2,17,95,1770134,1775006,4872,"0","orth"
"14024",34,3,12,96,1782016,1784729,2713,"0","mask"
"14224",34,1,46,97,1790913,1795178,4265,"0","valid"
"14422",34,4,43,98,1801236,1804562,3326,"20","valid"
"14625",34,1,112,99,1811066,1814425,3359,"0","valid"
"14724",34,3,36,100,1817490,1821402,3912,"0","mask"
"14928",34,3,6,101,1827606,1832451,4845,"0","mask"
"15126",34,2,65,102,1840055,1843334,3279,"0","orth"
"15227",34,4,1,103,1846066,1849838,3772,"20","valid"
"15425",34,4,115,104,1855476,1859061,3585,"20","valid"
"15524",34,2,11,105,1861867,1865486,3619,"0","orth"
"15727",34,6,93,106,1871917,1875962,4045,"20","mask"
