"","sub","cond","item","seq","start_time","end_time","duration_ms","deg","prev"
"7614",19,6,84,47,3666799,3670664,3865,"20","mask"
"7711",19,4,22,48,3673963,3677902,3939,"20","valid"
"7914",19,4,64,49,3685859,3689564,3705,"20","valid"
"8012",19,3,15,50,3692650,3695835,3185,"0","mask"
"8214",19,2,92,51,3702299,3706438,4139,"0","orth"
"8313",19,2,122,52,3709397,3711529,2132,"0","orth"
"8412",19,5,5,53,3714721,3718986,4265,"20","orth"
"8615",19,3,111,54,3727277,3733961,6684,"0","mask"
"8711",19,2,56,55,3737466,3742444,4978,"0","orth"
"8814",19,5,113,56,3745457,3749682,4225,"20","orth"
"8911",19,5,11,57,3754354,3757226,2872,"20","orth"
"9113",19,5,77,58,3764503,3767582,3079,"20","orth"
"9214",19,1,31,59,3770821,3775112,4291,"0","valid"
"9413",19,1,25,60,3784149,3789187,5038,"0","valid"
"9612",19,1,85,61,3800097,3804082,3985,"0","valid"
"9710",19,1,73,62,3812286,3815864,3578,"0","valid"
"9814",19,6,108,63,3819123,3822395,3272,"20","mask"
"9911",19,3,105,64,3825374,3828693,3319,"0","mask"
"10016",19,4,52,65,3835050,3838975,3925,"20","valid"
"10214",19,1,115,66,3874376,3876808,2432,"0","valid"
"10315",19,5,89,67,3880213,3884085,3872,"20","orth"
"10412",19,2,32,68,3887504,3890743,3239,"0","orth"
"10612",19,3,69,69,3897427,3900839,3412,"0","mask"
"10713",19,1,127,70,3903911,3907630,3719,"0","valid"
"10813",19,6,78,71,3910482,3913981,3499,"20","mask"
"10910",19,5,83,72,3916993,3921438,4445,"20","orth"
"11011",19,1,49,73,3924777,3931255,6478,"0","valid"
"11216",19,5,53,74,3938199,3941311,3112,"20","orth"
"11413",19,6,12,75,3947662,3951747,4085,"20","mask"
"11615",19,3,93,76,3960637,3963743,3106,"0","mask"
"11714",19,5,35,77,3967435,3970914,3479,"20","orth"
"11910",19,4,70,78,3977777,3981363,3586,"20","valid"
"12015",19,3,9,79,3984468,3991246,6778,"0","mask"
"12216",19,5,41,80,3996864,4000542,3678,"20","orth"
"12414",19,4,28,81,4006541,4010432,3891,"20","valid"
"12612",19,6,90,82,4019102,4023967,4865,"20","mask"
"12711",19,3,117,83,4026973,4029899,2926,"0","mask"
"12812",19,5,137,84,4032717,4035956,3239,"20","orth"
"12916",19,6,132,85,4038668,4042647,3979,"20","mask"
"13010",19,6,24,86,4045812,4049678,3866,"20","mask"
"13216",19,3,45,87,4058741,4062013,3272,"0","mask"
"13413",19,6,120,88,4067531,4071723,4192,"20","mask"
"13511",19,6,36,89,4074735,4078534,3799,"20","mask"
"13710",19,1,79,90,4084598,4088183,3585,"0","valid"
"13811",19,2,2,91,4092542,4096873,4331,"0","orth"
"14013",19,3,135,92,4104544,4109282,4738,"0","mask"
"14118",19,4,46,93,4112381,4117859,5478,"20","valid"
"14315",19,1,37,94,4124164,4128469,4305,"0","valid"
"14510",19,6,102,95,4134313,4137925,3612,"20","mask"
"14616",19,5,107,96,4141137,4145376,4239,"20","orth"
"14712",19,1,91,97,4148261,4151414,3153,"0","valid"
"14811",19,1,55,98,4154306,4156591,2285,"0","valid"
"14917",19,6,66,99,4159424,4162436,3012,"20","mask"
"15012",19,2,44,100,4165635,4168760,3125,"0","orth"
"15215",19,5,125,101,4174818,4179936,5118,"20","orth"
"15312",19,6,114,102,4183215,4187966,4751,"20","mask"
"15413",19,2,38,103,4191005,4195070,4065,"0","orth"
"15613",19,4,76,104,4201115,4206320,5205,"20","valid"
"15716",19,1,97,105,4209745,4213424,3679,"0","valid"
"15811",19,5,59,106,4216357,4220794,4437,"20","orth"
"15914",19,2,104,107,4225286,4229444,4158,"0","orth"
"16015",19,2,62,108,4232830,4235676,2846,"0","orth"
"16117",19,3,51,109,4238574,4242326,3752,"0","mask"
"16318",19,3,87,110,4249777,4254122,4345,"0","mask"
"16411",19,4,100,111,4257481,4260313,2832,"20","valid"
"16515",19,2,128,112,4263445,4270922,7477,"0","orth"
"1667",19,1,103,113,4274315,4278999,4684,"0","valid"
"16716",19,4,130,114,4282392,4287076,4684,"20","valid"
"16814",19,4,94,115,4290309,4294807,4498,"20","valid"
"16915",19,5,23,116,4297899,4301425,3526,"20","orth"
"17117",19,5,29,117,4308209,4311754,3545,"20","orth"
"17313",19,4,124,118,4317899,4322350,4451,"20","valid"
"17410",19,4,82,119,4325463,4328628,3165,"20","valid"
"17513",19,3,75,120,4331827,4336178,4351,"0","mask"
"17614",19,5,47,121,4339571,4343276,3705,"20","orth"
"17813",19,3,123,122,4349993,4354605,4612,"0","mask"
"17913",19,2,110,123,4357690,4361462,3772,"0","orth"
"18014",19,2,74,124,4364628,4369139,4511,"0","orth"
"18118",19,2,68,125,4372665,4376257,3592,"0","orth"
"18213",19,1,43,126,4379162,4381761,2599,"0","valid"
"18413",19,1,133,127,4392784,4396889,4105,"0","valid"
"18510",19,4,106,128,4404053,4407499,3446,"20","valid"
"18613",19,4,34,129,4410784,4415116,4332,"20","valid"
"18813",19,4,40,130,4425452,4430037,4585,"20","valid"
"19013",19,1,61,131,4437681,4440873,3192,"0","valid"
"19119",19,5,119,132,4443892,4448830,4938,"20","orth"
"19216",19,6,18,133,4451903,4454461,2558,"20","mask"
"19412",19,6,30,134,4460719,4464431,3712,"20","mask"
"19613",19,3,3,135,4470462,4474601,4139,"0","mask"
"19813",19,3,63,136,4480198,4484044,3846,"0","mask"
"19914",19,6,48,137,4486883,4490015,3132,"20","mask"
"20115",19,2,80,138,4496693,4501544,4851,"0","orth"
"1090",20,2,103,1,13844400,13850178,5778,"0","orth"
"1160",20,1,42,2,13853832,13859368,5536,"0","valid"
"1390",20,1,120,3,13866545,13871689,5144,"0","valid"
"1470",20,4,93,4,13875938,13880101,4163,"20","valid"
"1570",20,3,8,5,13884278,13889311,5033,"0","mask"
"1770",20,4,39,6,13895070,13901057,5987,"20","valid"
"1960",20,2,31,7,13906835,13913391,6556,"0","orth"
"2115",20,1,6,8,13920366,13928529,8163,"0","valid"
"2311",20,6,71,9,13933438,13937720,4282,"20","mask"
"2417",20,4,87,10,13941511,13947348,5837,"20","valid"
"2513",20,4,129,11,13951714,13957839,6125,"20","valid"
"2618",20,1,54,12,13961466,13965251,3785,"0","valid"
"2814",20,4,9,13,13974545,13980069,5524,"20","valid"
"3015",20,4,63,14,13986559,13991436,4877,"20","valid"
"3112",20,4,21,15,13995639,13999299,3660,"20","valid"
"3314",20,2,109,16,14006639,14013653,7014,"0","orth"
"3414",20,5,124,17,14018320,14021980,3660,"20","orth"
"3513",20,1,90,18,14026680,14031229,4549,"0","valid"
"3614",20,4,99,19,14035530,14039752,4222,"20","valid"
"3710",20,2,55,20,14044648,14047610,2962,"0","orth"
"3813",20,4,69,21,14051917,14055584,3667,"20","valid"
"3914",20,1,126,22,14060015,14064702,4687,"0","valid"
"4013",20,3,62,23,14068075,14072585,4510,"0","mask"
"4116",20,6,41,24,14077298,14082076,4778,"20","mask"
"4314",20,3,104,25,14089521,14093200,3679,"0","mask"
"4414",20,6,23,26,14098835,14103051,4216,"20","mask"
"4614",20,6,101,27,14109156,14114241,5085,"20","mask"
"4710",20,2,133,28,14117523,14120791,3268,"0","orth"
"4815",20,5,130,29,14124974,14130040,5066,"20","orth"
"4911",20,4,105,30,14133903,14138073,4170,"20","valid"
"5015",20,2,19,31,14143145,14147230,4085,"0","orth"
"5215",20,2,1,32,14155473,14159702,4229,"0","orth"
"5414",20,4,27,33,14165356,14169663,4307,"20","valid"
"5611",20,6,95,34,14175311,14183808,8497,"20","mask"
"5713",20,2,97,35,14188135,14192762,4627,"0","orth"
"5813",20,1,114,36,14196828,14201946,5118,"0","valid"
"5917",20,1,18,37,14206358,14209803,3445,"0","valid"
"6114",20,6,65,38,14216790,14220627,3837,"20","mask"
"6217",20,6,5,39,14224719,14228314,3595,"20","mask"
"6416",20,1,72,40,14234399,14238419,4020,"0","valid"
"6515",20,3,98,41,14242472,14248374,5902,"0","mask"
"6613",20,6,29,42,14251368,14256323,4955,"20","mask"
"6813",20,5,10,43,14263094,14267010,3916,"20","orth"
"7015",20,2,73,44,14273788,14279075,5287,"0","orth"
"7113",20,1,48,45,14282657,14284769,2112,"0","valid"
"7310",20,5,22,46,14292305,14297391,5086,"20","orth"
"7514",20,4,135,47,14304607,14309038,4431,"20","valid"
"7615",20,6,35,48,14313182,14316621,3439,"20","mask"
"7814",20,5,82,49,14322477,14326242,3765,"20","orth"
"7915",20,1,60,50,14330255,14335792,5537,"0","valid"
"8013",20,4,45,51,14339132,14342505,3373,"20","valid"
"8215",20,4,57,52,14349152,14353146,3994,"20","valid"
"8314",20,4,33,53,14356800,14362538,5738,"20","valid"
"8511",20,2,79,54,14371382,14375873,4491,"0","orth"
"8616",20,1,24,55,14380442,14384135,3693,"0","valid"
"8815",20,5,46,56,14391436,14395599,4163,"20","orth"
"9011",20,6,137,57,14400868,14403495,2627,"20","mask"
"9114",20,3,68,58,14406705,14410326,3621,"0","mask"
"9215",20,4,117,59,14414954,14417823,2869,"20","valid"
"9313",20,2,115,60,14421052,14424719,3667,"0","orth"
"9414",20,1,66,61,14427595,14432543,4948,"0","valid"
"9513",20,6,53,62,14436831,14440289,3458,"20","mask"
"9711",20,5,28,63,14446766,14450093,3327,"20","orth"
"9912",20,3,128,64,14455924,14460061,4137,"0","mask"
"10017",20,4,51,65,14463447,14469147,5700,"20","valid"
"10215",20,5,16,66,14507581,14512123,4542,"20","orth"
"10413",20,6,11,67,14518013,14522726,4713,"20","mask"
"10613",20,6,59,68,14528380,14532066,3686,"20","mask"
"10714",20,5,58,69,14536439,14539537,3098,"20","orth"
"10814",20,5,106,70,14543119,14546165,3046,"20","orth"
"10911",20,2,25,71,14549309,14552021,2712,"0","orth"
"11116",20,5,52,72,14557512,14560944,3432,"20","orth"
"11311",20,6,113,73,14570605,14573814,3209,"20","mask"
"11414",20,3,14,74,14576625,14579899,3274,"0","mask"
"11616",20,6,107,75,14585710,14588724,3014,"20","mask"
"11715",20,6,77,76,14592796,14596672,3876,"20","mask"
"11815",20,1,132,77,14600156,14603574,3418,"0","valid"
"11911",20,3,50,78,14607051,14609830,2779,"0","mask"
"12116",20,3,122,79,14615183,14617686,2503,"0","mask"
"12217",20,6,119,80,14622026,14628268,6242,"20","mask"
"12313",20,2,121,81,14631393,14635334,3941,"0","orth"
"12415",20,6,125,82,14638472,14641341,2869,"20","mask"
"12511",20,2,43,83,14644263,14646858,2595,"0","orth"
"12712",20,5,112,84,14651969,14656682,4713,"20","orth"
"12813",20,5,136,85,14666186,14669336,3150,"20","orth"
"12917",20,1,138,86,14672638,14676441,3803,"0","valid"
"13011",20,4,15,87,14679174,14681193,2019,"20","valid"
"13217",20,1,36,88,14687599,14690174,2575,"0","valid"
"13414",20,2,13,89,14696607,14700450,3843,"0","orth"
"13613",20,3,92,90,14706980,14710032,3052,"0","mask"
"13711",20,4,123,91,14712895,14715895,3000,"20","valid"
"13812",20,3,26,92,14718883,14721824,2941,"0","mask"
"14014",20,5,70,93,14730471,14735269,4798,"20","orth"
"14119",20,5,40,94,14739720,14743341,3621,"20","orth"
"14316",20,3,20,95,14749767,14751943,2176,"0","mask"
"14511",20,5,4,96,14759440,14761715,2275,"20","orth"
"14713",20,2,37,97,14767016,14770226,3210,"0","orth"
"14918",20,4,81,98,14777814,14780194,2380,"20","valid"
"15013",20,3,56,99,14783991,14788181,4190,"0","mask"
"15117",20,6,89,100,14796214,14800940,4726,"20","mask"
"15216",20,2,91,101,14804208,14807156,2948,"0","orth"
"15313",20,3,134,102,14810215,14812823,2608,"0","mask"
"15414",20,1,102,103,14815680,14817333,1653,"0","valid"
"15514",20,4,111,104,14820895,14824517,3622,"20","valid"
"15614",20,3,44,105,14829582,14832243,2661,"0","mask"
"15812",20,2,127,106,14839282,14841230,1948,"0","orth"
"15915",20,2,67,107,14844328,14846799,2471,"0","orth"
"16016",20,3,116,108,14850590,14857610,7020,"0","mask"
"16118",20,6,17,109,14861938,14865898,3960,"20","mask"
"16319",20,3,80,110,14873637,14876670,3033,"0","mask"
"16412",20,6,131,111,14879801,14883024,3223,"20","mask"
"16516",20,1,12,112,14886469,14888710,2241,"0","valid"
"16717",20,2,85,113,14895685,14899358,3673,"0","orth"
"16815",20,3,74,114,14903123,14906319,3196,"0","mask"
"16916",20,6,47,115,14911091,14913621,2530,"20","mask"
"17118",20,1,84,116,14919085,14921974,2889,"0","valid"
"17212",20,1,108,117,14924844,14928249,3405,"0","valid"
"17314",20,3,32,118,14931027,14934570,3543,"0","mask"
"17514",20,3,86,119,14941583,14943394,1811,"0","mask"
"17615",20,1,78,120,14946381,14951198,4817,"0","valid"
"17710",20,1,96,121,14954565,14957715,3150,"0","valid"
"17814",20,4,75,122,14961833,14964996,3163,"20","valid"
"17914",20,2,49,123,14969546,14971350,1804,"0","orth"
"18119",20,3,110,124,14976971,14979206,2235,"0","mask"
"18214",20,5,88,125,14982259,14984619,2360,"20","orth"
"18312",20,2,7,126,14987390,14989978,2588,"0","orth"
"18511",20,3,2,127,14996979,14999508,2529,"0","mask"
"18714",20,3,38,128,15006555,15009176,2621,"0","mask"
"18914",20,5,100,129,15015850,15018333,2483,"20","orth"
"19014",20,4,3,130,15022778,15025922,3144,"20","valid"
"19217",20,1,30,131,15041740,15045126,3386,"0","valid"
"19413",20,6,83,132,15050852,15054172,3320,"20","mask"
"19511",20,2,61,133,15058297,15060689,2392,"0","orth"
"19614",20,5,64,134,15064219,15068245,4026,"20","orth"
"19713",20,5,94,135,15071363,15074854,3491,"20","orth"
"19814",20,5,76,136,15078697,15081494,2797,"20","orth"
"19915",20,5,118,137,15086018,15088998,2980,"20","orth"
"20014",20,5,34,138,15092299,15094508,2209,"20","orth"
"10100",21,4,20,1,8012207,8017918,5711,"20","valid"
"1260",21,1,59,2,8025916,8032260,6344,"0","valid"
"13100",21,4,92,3,8035405,8041336,5931,"20","valid"
"1480",21,1,23,4,8044942,8050593,5651,"0","valid"
"1668",21,6,10,5,8058557,8064954,6397,"20","mask"
"1880",21,2,120,6,8071826,8077270,5444,"0","orth"
"1970",21,1,5,7,8080622,8086600,5978,"0","valid"
"2116",21,5,93,8,8094357,8098495,4138,"20","orth"
"2215",21,5,75,9,8101801,8109025,7224,"20","orth"
"2312",21,6,70,10,8112624,8120667,8043,"20","mask"
"2418",21,2,138,11,8125639,8130310,4671,"0","orth"
"2514",21,6,34,12,8133309,8144405,11096,"20","mask"
"2713",21,6,130,13,8152109,8158260,6151,"20","mask"
"2815",21,3,79,14,8162099,8168689,6590,"0","mask"
"2914",21,2,90,15,8172628,8177893,5265,"0","orth"
"3016",21,3,37,16,8181385,8188735,7350,"0","mask"
"3215",21,3,103,17,8196013,8201164,5151,"0","mask"
"3315",21,4,38,18,8205556,8211187,5631,"20","valid"
"3514",21,2,114,19,8218178,8224149,5971,"0","orth"
"3615",21,2,36,20,8227228,8231760,4532,"0","orth"
"3814",21,4,98,21,8239170,8244875,5705,"20","valid"
"3915",21,1,95,22,8248134,8254598,6464,"0","valid"
"4014",21,2,18,23,8257610,8264154,6544,"0","orth"
"4213",21,3,91,24,8272125,8277682,5557,"0","mask"
"4315",21,2,12,25,8280802,8286653,5851,"0","orth"
"4511",21,6,106,26,8293097,8299201,6104,"20","mask"
"4615",21,6,46,27,8302394,8307985,5591,"20","mask"
"4816",21,2,132,28,8314476,8321786,7310,"0","orth"
"4912",21,6,40,29,8325652,8330670,5018,"20","mask"
"5111",21,4,8,30,8337687,8343358,5671,"20","valid"
"5315",21,6,58,31,8351303,8358153,6850,"20","mask"
"5415",21,4,14,32,8361385,8366623,5238,"20","valid"
"5612",21,2,102,33,8374120,8379505,5385,"0","orth"
"5714",21,6,64,34,8382757,8387888,5131,"20","mask"
"5814",21,3,7,35,8391534,8396059,4525,"0","mask"
"6014",21,2,24,36,8406009,8415971,9962,"0","orth"
"6218",21,2,78,37,8423149,8427187,4038,"0","orth"
"6314",21,3,43,38,8431879,8435664,3785,"0","mask"
"6516",21,5,123,39,8442522,8448333,5811,"20","orth"
"6614",21,6,28,40,8451532,8456916,5384,"20","mask"
"6814",21,6,4,41,8463654,8470451,6797,"20","mask"
"7016",21,3,97,42,8477629,8483546,5917,"0","mask"
"7114",21,2,96,43,8486666,8491184,4518,"0","orth"
"7214",21,6,88,44,8495709,8500647,4938,"20","mask"
"7311",21,6,16,45,8503999,8509837,5838,"20","mask"
"7515",21,5,21,46,8518214,8522119,3905,"20","orth"
"7712",21,1,137,47,8529656,8534514,4858,"0","valid"
"7815",21,5,45,48,8537394,8542098,4704,"20","orth"
"8014",21,1,119,49,8548510,8554700,6190,"0","valid"
"8114",21,3,13,50,8558153,8563124,4971,"0","mask"
"8315",21,1,35,51,8569522,8573907,4385,"0","valid"
"8512",21,5,63,52,8581657,8587848,6191,"20","orth"
"8617",21,4,122,53,8590854,8595079,4225,"20","valid"
"8712",21,2,72,54,8598031,8601990,3959,"0","orth"
"8816",21,1,41,55,8605522,8610433,4911,"0","valid"
"9012",21,3,67,56,8617711,8621909,4198,"0","mask"
"9115",21,1,125,57,8625081,8632305,7224,"0","valid"
"9216",21,6,76,58,8635404,8642474,7070,"20","mask"
"9314",21,4,26,59,8645527,8650791,5264,"20","valid"
"9514",21,6,82,60,8658529,8662534,4005,"20","mask"
"9613",21,5,87,61,8665613,8670771,5158,"20","orth"
"9712",21,5,129,62,8673697,8677149,3452,"20","orth"
"9815",21,2,84,63,8680640,8688964,8324,"0","orth"
"9913",21,6,112,64,8691883,8696541,4658,"20","mask"
"10018",21,2,108,65,8699514,8703279,3765,"0","orth"
"10116",21,1,77,66,8773686,8778777,5091,"0","valid"
"10216",21,2,30,67,8781557,8785575,4018,"0","orth"
"10414",21,4,32,68,8792766,8798344,5578,"20","valid"
"10614",21,1,53,69,8805861,8811239,5378,"0","valid"
"10815",21,3,55,70,8817557,8821622,4065,"0","mask"
"10912",21,5,111,71,8824467,8829232,4765,"20","orth"
"11012",21,5,3,72,8832378,8838129,5751,"20","orth"
"11217",21,6,100,73,8845113,8850525,5412,"20","mask"
"11312",21,6,118,74,8853637,8859881,6244,"20","mask"
"11415",21,5,9,75,8864113,8869324,5211,"20","orth"
"11617",21,1,83,76,8877748,8883645,5897,"0","valid"
"11716",21,2,126,77,8886791,8892775,5984,"0","orth"
"11816",21,4,56,78,8896188,8902672,6484,"20","valid"
"11912",21,4,74,79,8907144,8911788,4644,"20","valid"
"12016",21,4,50,80,8914921,8918706,3785,"20","valid"
"12218",21,4,2,81,8926283,8930808,4525,"20","valid"
"12416",21,4,68,82,8938665,8944223,5558,"20","valid"
"12512",21,1,11,83,8947362,8952940,5578,"0","valid"
"12713",21,5,57,84,8961037,8968368,7331,"20","orth"
"12814",21,1,47,85,8972753,8976684,3931,"0","valid"
"13012",21,3,85,86,8983548,8989566,6018,"0","mask"
"13118",21,5,51,87,8992872,8998303,5431,"20","orth"
"13314",21,1,29,88,9005121,9010119,4998,"0","valid"
"13512",21,1,107,89,9018029,9023294,5265,"0","valid"
"13614",21,6,22,90,9026553,9032550,5997,"20","mask"
"13813",21,2,60,91,9039815,9044679,4864,"0","orth"
"13913",21,6,52,92,9047958,9052403,4445,"20","mask"
"14120",21,5,69,93,9059267,9063766,4499,"20","orth"
"14216",21,3,73,94,9066771,9071163,4392,"0","mask"
"14317",21,3,121,95,9074555,9080633,6078,"0","mask"
"14413",21,4,110,96,9084978,9088523,3545,"20","valid"
"14512",21,4,62,97,9091849,9095527,3678,"20","valid"
"14617",21,2,48,98,9098360,9100812,2452,"0","orth"
"14812",21,4,80,99,9108023,9113540,5517,"20","valid"
"14919",21,6,94,100,9116866,9122797,5931,"20","mask"
"15014",21,4,44,101,9125850,9129448,3598,"20","valid"
"15217",21,5,27,102,9136146,9140004,3858,"20","orth"
"15415",21,3,133,103,9146389,9150527,4138,"0","mask"
"15515",21,1,17,104,9153613,9158351,4738,"0","valid"
"15717",21,4,128,105,9165835,9172245,6410,"20","valid"
"15813",21,6,124,106,9176071,9183728,7657,"20","mask"
"15916",21,5,105,107,9187360,9192398,5038,"20","orth"
"16017",21,1,89,108,9195810,9202921,7111,"0","valid"
"16119",21,5,33,109,9206193,9212704,6511,"20","orth"
"16320",21,2,42,110,9219548,9223087,3539,"0","orth"
"16517",21,5,99,111,9230478,9235196,4718,"20","orth"
"1669",21,1,113,112,9237968,9241633,3665,"0","valid"
"16718",21,5,15,113,9244719,9247991,3272,"20","orth"
"16917",21,1,101,114,9254835,9258947,4112,"0","valid"
"17015",21,5,135,115,9262026,9267757,5731,"20","orth"
"17119",21,4,134,116,9270743,9275554,4811,"20","valid"
"17213",21,5,81,117,9278727,9283564,4837,"20","orth"
"17315",21,5,39,118,9286610,9290988,4378,"20","orth"
"17515",21,3,1,119,9297646,9301105,3459,"0","mask"
"17711",21,1,131,120,9307656,9312354,4698,"0","valid"
"17815",21,4,116,121,9315419,9320184,4765,"20","valid"
"17915",21,3,109,122,9324070,9331187,7117,"0","mask"
"18015",21,3,127,123,9334239,9338531,4292,"0","mask"
"18120",21,6,136,124,9341537,9347714,6177,"20","mask"
"18215",21,2,54,125,9350733,9355018,4285,"0","orth"
"18414",21,3,31,126,9364421,9371225,6804,"0","mask"
"18614",21,3,25,127,9377737,9384634,6897,"0","mask"
"18814",21,3,49,128,9391365,9396336,4971,"0","mask"
"19015",21,3,19,129,9402314,9407112,4798,"0","mask"
"19218",21,1,71,130,9416475,9419648,3173,"0","valid"
"19313",21,2,6,131,9423493,9428824,5331,"0","orth"
"19512",21,5,117,132,9435808,9439660,3852,"20","orth"
"19615",21,1,65,133,9442839,9447657,4818,"0","valid"
"19714",21,4,104,134,9450849,9456994,6145,"20","valid"
"19815",21,4,86,135,9460306,9464471,4165,"20","valid"
"19916",21,3,115,136,9468190,9473334,5144,"0","mask"
"20015",21,2,66,137,9476667,9481631,4964,"0","orth"
"20116",21,3,61,138,9498019,9504110,6091,"0","mask"
"10101",22,5,92,1,10331611,10335676,4065,"20","orth"
"1170",22,3,78,2,10338542,10341981,3439,"0","mask"
"1270",22,2,89,3,10345079,10348985,3906,"0","orth"
"13101",22,1,58,4,10351770,10354363,2593,"0","valid"
"1490",22,1,28,5,10356882,10359774,2892,"0","valid"
"1670",22,2,47,6,10366491,10368690,2199,"0","orth"
"1890",22,6,9,7,10374895,10378647,3752,"20","mask"
"2022",22,6,63,8,10387683,10390929,3246,"20","mask"
"2117",22,2,125,9,10394248,10397920,3672,"0","orth"
"2216",22,4,133,10,10401119,10405604,4485,"20","valid"
"2313",22,4,49,11,10408769,10412728,3959,"20","valid"
"2515",22,4,103,12,10418852,10423117,4265,"20","valid"
"2619",22,4,31,13,10426703,10431134,4431,"20","valid"
"2816",22,2,107,14,10439665,10443250,3585,"0","orth"
"2915",22,4,109,15,10446602,10452480,5878,"20","valid"
"3017",22,6,57,16,10455992,10459784,3792,"20","mask"
"3113",22,5,98,17,10462916,10467121,4205,"20","orth"
"3216",22,6,39,18,10470267,10475031,4764,"20","mask"
