"","sub","item","cond","seq","word","wordID","FFD","SFD","GD","TVT","nfix1","nfix2","nfixAll","regress","skip_1st","skip_total","deg","prev"
"6270",4,35,2,26,8,"part",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"6283",4,36,3,33,7,"lisp",NA,NA,NA,278,0,1,1,1,1,0,"0","mask"
"6299",4,37,4,47,11,"herd",182,182,182,313,1,1,2,1,0,0,"20","valid"
"6310",4,38,5,25,8,"wild",NA,NA,NA,295,0,2,2,1,1,0,"20","orth"
"6322",4,39,6,81,8,"talc",368,368,368,368,1,0,1,0,0,0,"20","mask"
"6336",4,40,1,8,10,"team",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"6350",4,41,2,92,6,"step",274,274,274,370,1,1,2,1,0,0,"0","orth"
"6366",4,42,3,49,8,"blunt",290,NA,383,507,2,1,3,1,0,0,"0","mask"
"6375",4,43,4,73,4,"chain",186,186,186,186,1,0,1,0,0,0,"20","valid"
"6389",4,44,5,129,7,"death",205,205,205,205,1,0,1,0,0,0,"20","orth"
"6431",4,47,2,134,7,"ghost",257,NA,430,430,2,0,2,0,0,0,"0","orth"
"6441",4,48,3,4,5,"trust",319,319,319,319,1,0,1,0,0,0,"0","mask"
"6455",4,49,4,65,10,"spoon",362,362,362,362,1,0,1,0,0,0,"20","valid"
"6467",4,50,5,12,8,"clone",206,206,206,206,1,0,1,0,0,0,"20","orth"
"6483",4,51,6,58,11,"knife",156,156,156,156,1,0,1,0,0,0,"20","mask"
"6492",4,52,1,113,6,"crack",234,234,234,234,1,0,1,0,0,0,"0","valid"
"6505",4,53,2,82,6,"flask",NA,NA,NA,187,0,1,1,1,1,0,"0","orth"
"6523",4,54,3,42,10,"cruise",173,NA,365,365,2,0,2,0,0,0,"0","mask"
"6536",4,55,4,131,9,"flirt",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"6561",4,57,6,21,7,"swerve",244,244,244,244,1,0,1,0,0,0,"20","mask"
"6577",4,58,1,75,7,"swirl",276,276,276,276,1,0,1,0,0,0,"0","valid"
"6589",4,59,2,53,6,"smirk",219,219,219,219,1,0,1,0,0,0,"0","orth"
"6605",4,60,3,28,5,"speak",346,346,346,346,1,0,1,0,0,0,"0","mask"
"6626",4,61,4,52,10,"fleece",NA,NA,NA,117,0,1,1,1,1,0,"20","valid"
"6640",4,62,5,23,9,"third",NA,NA,NA,310,0,2,2,1,1,0,"20","orth"
"6681",4,65,2,119,8,"teeth",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"6708",4,67,4,30,7,"glee",202,202,202,202,1,0,1,0,0,0,"20","valid"
"6725",4,68,5,103,11,"gleam",NA,NA,NA,193,0,1,1,1,1,0,"20","orth"
"6738",4,69,6,137,8,"tweed",213,NA,425,545,2,1,3,1,0,0,"20","mask"
"6755",4,70,1,100,13,"lynch",206,206,206,362,1,1,2,1,0,0,"0","valid"
"6765",4,71,2,89,7,"nerve",NA,NA,NA,83,0,1,1,1,1,0,"0","orth"
"6775",4,72,3,18,5,"youth",434,434,434,624,1,1,2,1,0,0,"0","mask"
"6787",4,73,4,51,7,"sleet",562,562,562,562,1,0,1,0,0,0,"20","valid"
"6826",4,76,1,130,7,"glean",442,442,442,775,1,1,2,1,0,0,"0","valid"
"6854",4,78,3,70,8,"thirst",NA,NA,NA,309,0,1,1,1,1,0,"0","mask"
"6866",4,79,4,85,10,"clean",249,249,249,249,1,0,1,0,0,0,"20","valid"
"6879",4,80,5,84,7,"nurse",280,280,280,435,1,1,2,1,0,0,"20","orth"
"6898",4,81,6,32,11,"cheat",206,206,206,455,1,1,2,1,0,0,"20","mask"
"6911",4,82,1,2,9,"cheek",164,164,164,164,1,0,1,0,0,0,"0","valid"
"6940",4,84,3,88,7,"terse",226,226,226,618,1,2,3,1,0,0,"0","mask"
"6953",4,85,4,105,7,"fern",NA,NA,NA,263,0,1,1,1,1,0,"20","valid"
"6966",4,86,5,19,5,"deal",291,291,291,291,1,0,1,0,0,0,"20","orth"
"6984",4,87,6,114,10,"sheen",355,355,355,355,1,0,1,0,0,0,"20","mask"
"7001",4,88,1,34,12,"lynx",232,232,232,232,1,0,1,0,0,0,"0","valid"
"7015",4,89,2,22,10,"cease",334,334,334,334,1,0,1,0,0,0,"0","orth"
"7024",4,90,3,76,5,"weep",501,501,501,918,1,1,2,1,0,0,"0","mask"
"7037",4,91,4,69,5,"meek",NA,NA,NA,232,0,1,1,1,1,0,"20","valid"
"7054",4,92,5,3,9,"keep",NA,NA,NA,194,0,1,1,1,1,0,"20","orth"
"7070",4,93,6,116,9,"neat",NA,NA,NA,351,0,1,1,1,1,0,"20","mask"
"7081",4,94,1,118,6,"gross",341,341,341,341,1,0,1,0,0,0,"0","valid"
"7098",4,95,2,122,8,"whirl",NA,NA,NA,261,0,1,1,1,1,0,"0","orth"
"7112",4,96,3,37,6,"teal",156,NA,342,342,2,0,2,0,0,0,"0","mask"
"7132",4,97,4,98,11,"worth",231,231,231,517,1,1,2,1,0,0,"20","valid"
"7144",4,98,5,101,10,"seethe",NA,NA,NA,321,0,1,1,1,1,0,"20","orth"
"7171",4,100,1,138,7,"dwarf",171,171,171,171,1,0,1,0,0,0,"0","valid"
"7182",4,101,2,16,5,"prove",139,139,139,139,1,0,1,0,0,0,"0","orth"
"7210",4,103,4,54,8,"bump",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"7239",4,105,6,95,6,"horn",405,405,405,405,1,0,1,0,0,0,"20","mask"
"7251",4,106,1,117,7,"sash",NA,NA,NA,176,0,1,1,1,1,0,"0","valid"
"7264",4,107,2,77,8,"spit",330,330,330,330,1,0,1,0,0,0,"0","orth"
"7278",4,108,3,71,6,"rake",NA,NA,NA,458,0,2,2,1,1,0,"0","mask"
"7293",4,109,4,57,6,"reap",NA,NA,NA,589,0,3,3,1,1,0,"20","valid"
"7309",4,110,5,66,7,"plum",331,331,331,331,1,0,1,0,0,0,"20","orth"
"7335",4,112,1,80,4,"musk",294,294,294,294,1,0,1,0,0,0,"0","valid"
"7361",4,114,3,41,5,"brawl",290,NA,457,457,2,0,2,0,0,0,"0","mask"
"7388",4,116,5,24,7,"claim",244,244,244,244,1,0,1,0,0,0,"20","orth"
"7430",4,119,2,106,9,"flood",254,254,254,254,1,0,1,0,0,0,"0","orth"
"7443",4,120,3,115,7,"frame",320,320,320,320,1,0,1,0,0,0,"0","mask"
"7457",4,121,4,121,8,"glade",322,322,322,322,1,0,1,0,0,0,"20","valid"
"7480",4,123,6,62,6,"trunk",314,314,314,314,1,0,1,0,0,0,"20","mask"
"7498",4,124,1,78,8,"sweet",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"7508",4,125,2,17,4,"slate",326,326,326,326,1,0,1,0,0,0,"0","orth"
"7525",4,126,3,112,9,"strut",329,329,329,502,1,1,2,1,0,0,"0","mask"
"7538",4,127,4,5,9,"speed",195,195,195,431,1,1,2,1,0,0,"20","valid"
"7547",4,128,5,59,4,"pulse",308,308,308,474,1,1,2,1,0,0,"20","orth"
"7563",4,129,6,20,5,"prone",168,NA,423,1054,2,3,5,1,0,0,"20","mask"
"7595",4,131,2,36,9,"shelf",317,317,317,317,1,0,1,0,0,0,"0","orth"
"7609",4,132,3,35,7,"plate",318,NA,434,434,2,0,2,0,0,0,"0","mask"
"7622",4,133,4,55,8,"drive",266,266,266,266,1,0,1,0,0,0,"20","valid"
"7636",4,134,5,39,6,"flinch",254,254,254,254,1,0,1,0,0,0,"20","orth"
"7669",4,136,1,97,7,"client",359,359,359,359,1,0,1,0,0,0,"0","valid"
"7680",4,137,2,7,5,"slouch",448,448,448,448,1,0,1,0,0,0,"0","orth"
"7697",4,138,3,104,9,"groove",162,162,162,162,1,0,1,0,0,0,"0","mask"
"7711",5,1,5,89,8,"hurt",292,292,292,292,1,0,1,0,0,0,"20","orth"
"7723",5,2,6,118,6,"type",169,NA,342,474,2,1,3,1,0,0,"20","mask"
"7738",5,3,1,79,5,"dirt",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"7773",5,5,3,74,9,"stern",421,421,421,755,1,1,2,1,0,0,"0","mask"
"7788",5,6,4,82,8,"merge",105,105,105,757,1,2,3,1,0,0,"20","valid"
"7801",5,7,5,10,8,"surge",180,180,180,426,1,1,2,1,0,0,"20","orth"
"7819",5,8,6,28,12,"church",299,299,299,299,1,0,1,0,0,0,"20","mask"
"7838",5,9,1,110,14,"burp",358,358,358,358,1,0,1,0,0,0,"0","valid"
"7852",5,10,2,6,11,"noun",NA,NA,NA,587,0,2,2,1,1,0,"0","orth"
"7863",5,11,3,56,5,"skirt",425,425,425,715,1,1,2,1,0,0,"0","mask"
"7883",5,12,4,63,11,"serve",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"7892",5,13,5,69,5,"worst",291,291,291,291,1,0,1,0,0,0,"20","orth"
"7911",5,14,6,99,8,"purge",406,406,406,406,1,0,1,0,0,0,"20","mask"
"7953",5,17,3,66,6,"plea",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"7998",5,20,6,113,10,"jerk",NA,NA,NA,190,0,1,1,1,1,0,"20","mask"
"8011",5,21,1,73,9,"sneak",191,191,191,191,1,0,1,0,0,0,"0","valid"
"8025",5,22,2,9,10,"steam",231,231,231,472,1,1,2,1,0,0,"0","orth"
"8090",5,27,1,33,5,"steep",298,298,298,298,1,0,1,0,0,0,"0","valid"
"8104",5,28,2,14,5,"veal",211,211,211,397,1,1,2,1,0,0,"0","orth"
"8119",5,29,3,53,8,"cleave",319,319,319,319,1,0,1,0,0,0,"0","mask"
"8157",5,32,6,132,7,"slur",205,NA,433,433,2,0,2,0,0,0,"20","mask"
"8175",5,33,1,21,9,"bush",276,276,276,276,1,0,1,0,0,0,"0","valid"
"8189",5,34,2,128,7,"cold",169,169,169,438,1,1,2,1,0,0,"0","orth"
"8203",5,35,3,115,8,"part",427,427,427,596,1,1,2,1,0,0,"0","mask"
"8216",5,36,4,29,7,"lisp",269,269,269,553,1,1,2,1,0,0,"20","valid"
"8232",5,37,5,80,11,"herd",531,531,531,531,1,0,1,0,0,0,"20","orth"
"8243",5,38,6,51,8,"wild",NA,NA,NA,202,0,1,1,1,1,0,"20","mask"
"8269",5,40,2,135,10,"team",285,285,285,510,1,1,2,1,0,0,"0","orth"
"8283",5,41,3,17,6,"step",328,328,328,328,1,0,1,0,0,0,"0","mask"
"8298",5,42,4,111,8,"blunt",311,311,311,311,1,0,1,0,0,0,"20","valid"
"8307",5,43,5,34,4,"chain",166,166,166,166,1,0,1,0,0,0,"20","orth"
"8321",5,44,6,16,7,"death",NA,NA,NA,226,0,1,1,1,1,0,"20","mask"
"8335",5,45,1,83,8,"draft",293,293,293,293,1,0,1,0,0,0,"0","valid"
"8363",5,47,3,37,7,"ghost",387,387,387,387,1,0,1,0,0,0,"0","mask"
"8374",5,48,4,102,5,"trust",242,242,242,242,1,0,1,0,0,0,"20","valid"
"8388",5,49,5,84,10,"spoon",330,330,330,473,1,1,2,1,0,0,"20","orth"
"8402",5,50,6,64,8,"clone",199,199,199,199,1,0,1,0,0,0,"20","mask"
"8419",5,51,1,126,11,"knife",377,377,377,656,1,1,2,1,0,0,"0","valid"
"8428",5,52,2,125,6,"crack",396,396,396,396,1,0,1,0,0,0,"0","orth"
"8458",5,54,4,104,10,"cruise",348,348,348,348,1,0,1,0,0,0,"20","valid"
"8471",5,55,5,27,9,"flirt",NA,NA,NA,271,0,1,1,1,1,0,"20","orth"
"8482",5,56,6,62,8,"mirth",175,175,175,514,1,1,2,1,0,0,"20","mask"
"8496",5,57,1,67,7,"swerve",288,288,288,288,1,0,1,0,0,0,"0","valid"
"8512",5,58,2,40,7,"swirl",195,NA,421,421,2,0,2,0,0,0,"0","orth"
"8525",5,59,3,137,6,"smirk",429,429,429,751,1,1,2,1,0,0,"0","mask"
"8541",5,60,4,18,5,"speak",228,NA,388,388,2,0,2,0,0,0,"20","valid"
"8575",5,62,6,65,9,"third",213,213,213,213,1,0,1,0,0,0,"20","mask"
"8604",5,64,2,41,11,"turf",NA,NA,NA,276,0,1,1,1,1,0,"0","orth"
"8616",5,65,3,25,8,"teeth",173,173,173,372,1,1,2,1,0,0,"0","mask"
"8630",5,66,4,30,7,"hurl",NA,NA,NA,184,0,1,1,1,1,0,"20","valid"
"8643",5,67,5,95,7,"glee",245,NA,422,422,2,0,2,0,0,0,"20","orth"
"8660",5,68,6,107,11,"gleam",326,326,326,326,1,0,1,0,0,0,"20","mask"
"8673",5,69,1,4,8,"tweed",399,399,399,399,1,0,1,0,0,0,"0","valid"
"8691",5,70,2,97,13,"lynch",236,236,236,507,1,1,2,1,0,0,"0","orth"
"8723",5,73,5,116,7,"sleet",NA,NA,NA,271,0,1,1,1,1,0,"20","orth"
"8735",5,74,6,86,6,"coil",145,145,145,739,1,2,3,1,0,0,"20","mask"
"8748",5,75,1,119,4,"dean",137,137,137,619,1,2,3,1,0,0,"0","valid"
"8778",5,77,3,90,7,"tech",488,488,488,745,1,1,2,1,0,0,"0","mask"
"8793",5,78,4,130,8,"thirst",NA,NA,NA,163,0,1,1,1,1,0,"20","valid"
"8805",5,79,5,103,10,"clean",163,163,163,163,1,0,1,0,0,0,"20","orth"
"8818",5,80,6,106,7,"nurse",178,NA,328,428,2,1,3,1,0,0,"20","mask"
"8837",5,81,1,96,11,"cheat",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"8850",5,82,2,78,9,"cheek",320,320,320,320,1,0,1,0,0,0,"0","orth"
"8865",5,83,3,55,9,"cleat",576,576,576,867,1,1,2,1,0,0,"0","mask"
"8879",5,84,4,49,7,"terse",691,691,691,823,1,1,2,1,0,0,"20","valid"
"8923",5,87,1,36,10,"sheen",257,257,257,655,1,2,3,1,0,0,"0","valid"
"8941",5,88,2,60,12,"lynx",183,NA,403,553,2,1,3,1,0,0,"0","orth"
"8955",5,89,3,44,10,"cease",465,465,465,465,1,0,1,0,0,0,"0","mask"
"8978",5,91,5,47,5,"meek",NA,NA,NA,172,0,1,1,1,1,0,"20","orth"
"8996",5,92,6,57,9,"keep",NA,NA,NA,200,0,1,1,1,1,0,"20","mask"
"9023",5,94,2,109,6,"gross",350,350,350,350,1,0,1,0,0,0,"0","orth"
"9040",5,95,3,70,8,"whirl",137,NA,503,503,2,0,2,0,0,0,"0","mask"
"9054",5,96,4,68,6,"teal",370,370,370,370,1,0,1,0,0,0,"20","valid"
"9085",5,98,6,13,10,"seethe",316,316,316,722,1,1,2,1,0,0,"20","mask"
"9092",5,99,1,91,4,"work",272,NA,504,504,2,0,2,0,0,0,"0","valid"
"9123",5,101,3,121,5,"prove",139,NA,425,425,2,0,2,0,0,0,"0","mask"
"9139",5,102,4,2,8,"churn",331,331,331,536,1,1,2,1,0,0,"20","valid"
"9168",5,104,6,112,11,"nine",265,265,265,500,1,1,2,1,0,0,"20","mask"
"9180",5,105,1,129,6,"horn",159,NA,427,427,2,0,2,0,0,0,"0","valid"
"9192",5,106,2,54,7,"sash",233,233,233,233,1,0,1,0,0,0,"0","orth"
"9205",5,107,3,98,8,"spit",227,227,227,681,1,1,2,1,0,0,"0","mask"
"9219",5,108,4,24,6,"rake",NA,NA,NA,281,0,1,1,1,1,0,"20","valid"
"9234",5,109,5,11,6,"reap",350,350,350,350,1,0,1,0,0,0,"20","orth"
"9262",5,111,1,100,6,"noon",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"9293",5,113,3,1,8,"blast",269,269,269,269,1,0,1,0,0,0,"0","mask"
"9302",5,114,4,76,5,"brawl",440,440,440,440,1,0,1,0,0,0,"20","valid"
"9317",5,115,5,133,8,"chalk",150,150,150,357,1,1,2,1,0,0,"20","orth"
"9329",5,116,6,15,7,"claim",162,162,162,503,1,2,3,1,0,0,"20","mask"
"9341",5,117,1,19,6,"faint",263,NA,481,753,2,1,3,1,0,0,"0","valid"
"9386",5,121,5,105,8,"glade",730,730,730,1277,1,2,3,1,0,0,"20","orth"
"9409",5,123,1,131,6,"trunk",NA,NA,NA,469,0,2,2,1,1,0,"0","valid"
"9454",5,126,4,134,9,"strut",NA,NA,NA,590,0,3,3,1,1,0,"20","valid"
"9468",5,127,5,26,9,"speed",506,506,506,506,1,0,1,0,0,0,"20","orth"
"9477",5,128,6,22,4,"pulse",399,399,399,399,1,0,1,0,0,0,"20","mask"
"9493",5,129,1,88,5,"prone",243,243,243,243,1,0,1,0,0,0,"0","valid"
"9513",5,130,2,39,12,"marsh",499,499,499,499,1,0,1,0,0,0,"0","orth"
"9541",5,132,4,77,7,"plate",267,267,267,457,1,1,2,1,0,0,"20","valid"
"9554",5,133,5,81,8,"drive",245,245,245,245,1,0,1,0,0,0,"20","orth"
"9568",5,134,6,35,6,"flinch",208,208,208,208,1,0,1,0,0,0,"20","mask"
"9584",5,135,1,3,6,"clench",NA,NA,NA,118,0,1,1,1,1,0,"0","valid"
"9602",5,136,2,23,7,"client",NA,NA,NA,141,0,1,1,1,1,0,"0","orth"
"9613",5,137,3,93,5,"slouch",457,457,457,835,1,2,3,1,0,0,"0","mask"
"9629",5,138,4,136,9,"groove",591,591,591,591,1,0,1,0,0,0,"20","valid"
"9643",6,1,6,121,8,"hurt",157,157,157,157,1,0,1,0,0,0,"20","mask"
"9669",6,3,2,113,5,"dirt",138,138,138,138,1,0,1,0,0,0,"0","orth"
"9704",6,5,4,136,9,"stern",130,130,130,415,1,2,3,1,0,0,"20","valid"
"9732",6,7,6,102,8,"surge",196,196,196,196,1,0,1,0,0,0,"20","mask"
"9750",6,8,1,52,12,"church",169,169,169,169,1,0,1,0,0,0,"0","valid"
"9783",6,10,3,60,11,"noun",182,182,182,182,1,0,1,0,0,0,"0","mask"
"9842",6,14,1,130,8,"purge",195,195,195,195,1,0,1,0,0,0,"0","valid"
"9853",6,15,2,28,4,"term",236,236,236,236,1,0,1,0,0,0,"0","orth"
"9884",6,17,4,8,6,"plea",417,417,417,417,1,0,1,0,0,0,"20","valid"
"9901",6,18,5,93,6,"sleeve",239,239,239,239,1,0,1,0,0,0,"20","orth"
"9912",6,19,6,131,6,"sweep",142,NA,309,309,2,0,2,0,0,0,"20","mask"
"9956",6,22,3,126,10,"steam",259,259,259,259,1,0,1,0,0,0,"0","mask"
"9966",6,23,4,98,5,"beef",119,NA,254,254,2,0,2,0,0,0,"20","valid"
"10006",6,26,1,66,5,"sleek",191,191,191,191,1,0,1,0,0,0,"0","valid"
"10020",6,27,2,68,5,"steep",171,171,171,367,1,1,2,1,0,0,"0","orth"
"10033",6,28,3,85,5,"veal",127,NA,391,391,2,0,2,0,0,0,"0","mask"
"10049",6,29,4,26,8,"cleave",281,281,281,791,1,2,3,1,0,0,"20","valid"
"10058",6,30,5,29,4,"bleach",135,135,135,714,1,3,4,1,0,0,"20","orth"
"10085",6,32,1,120,7,"slur",NA,NA,NA,177,0,1,1,1,1,0,"0","valid"
"10103",6,33,2,57,9,"bush",227,227,227,227,1,0,1,0,0,0,"0","orth"
"10132",6,35,4,81,8,"part",243,243,243,376,1,1,2,1,0,0,"20","valid"
"10145",6,36,5,118,7,"lisp",NA,NA,NA,166,0,1,1,1,1,0,"20","orth"
"10181",6,39,2,128,8,"talc",234,234,234,332,1,1,2,1,0,0,"0","orth"
"10195",6,40,3,58,10,"team",NA,NA,NA,144,0,1,1,1,1,0,"0","mask"
"10209",6,41,4,48,6,"step",266,266,266,266,1,0,1,0,0,0,"20","valid"
"10225",6,42,5,88,8,"blunt",204,204,204,204,1,0,1,0,0,0,"20","orth"
"10234",6,43,6,55,4,"chain",243,243,243,243,1,0,1,0,0,0,"20","mask"
"10248",6,44,1,103,7,"death",175,175,175,175,1,0,1,0,0,0,"0","valid"
"10272",6,46,3,5,5,"fifth",283,283,283,283,1,0,1,0,0,0,"0","mask"
"10289",6,47,4,38,7,"ghost",189,189,189,189,1,0,1,0,0,0,"20","valid"
"10313",6,49,6,22,10,"spoon",284,284,284,284,1,0,1,0,0,0,"20","mask"
"10344",6,51,2,32,11,"knife",140,140,140,140,1,0,1,0,0,0,"0","orth"
"10353",6,52,3,74,6,"crack",296,296,296,549,1,1,2,1,0,0,"0","mask"
"10365",6,53,4,64,6,"flask",400,400,400,585,1,1,2,1,0,0,"20","valid"
"10450",6,59,4,78,6,"smirk",756,756,756,756,1,0,1,0,0,0,"20","valid"
"10500",6,62,1,36,9,"third",271,271,271,271,1,0,1,0,0,0,"0","valid"
"10529",6,64,3,79,11,"turf",140,140,140,140,1,0,1,0,0,0,"0","mask"
"10540",6,65,4,4,8,"teeth",162,162,162,162,1,0,1,0,0,0,"20","valid"
"10554",6,66,5,95,7,"hurl",206,206,206,600,1,2,3,1,0,0,"20","orth"
"10567",6,67,6,114,7,"glee",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"10632",6,72,5,84,5,"youth",208,208,208,458,1,1,2,1,0,0,"20","orth"
"10644",6,73,6,10,7,"sleet",230,230,230,796,1,3,4,1,0,0,"20","mask"
"10656",6,74,1,76,6,"coil",174,174,174,174,1,0,1,0,0,0,"0","valid"
"10686",6,76,3,133,7,"glean",251,251,251,549,1,1,2,1,0,0,"0","mask"
"10714",6,78,5,18,8,"thirst",205,205,205,445,1,1,2,1,0,0,"20","orth"
"10726",6,79,6,112,10,"clean",283,283,283,283,1,0,1,0,0,0,"20","mask"
"10738",6,80,1,82,7,"nurse",NA,NA,NA,120,0,1,1,1,1,0,"0","valid"
"10784",6,83,4,124,9,"cleat",215,215,215,215,1,0,1,0,0,0,"20","valid"
"10798",6,84,5,12,7,"terse",192,192,192,957,1,1,2,1,0,0,"20","orth"
"10811",6,85,6,96,7,"fern",141,NA,446,734,2,1,3,1,0,0,"20","mask"
"10824",6,86,1,100,5,"deal",407,407,407,641,1,1,2,1,0,0,"0","valid"
"10842",6,87,2,89,10,"sheen",237,237,237,237,1,0,1,0,0,0,"0","orth"
"10873",6,89,4,27,10,"cease",187,187,187,325,1,1,2,1,0,0,"20","valid"
"10929",6,93,2,129,9,"neat",NA,NA,NA,143,0,1,1,1,1,0,"0","orth"
"10940",6,94,3,1,6,"gross",428,428,428,923,1,1,2,1,0,0,"0","mask"
"10957",6,95,4,106,8,"whirl",247,247,247,247,1,0,1,0,0,0,"20","valid"
"11009",6,99,2,104,4,"work",184,184,184,184,1,0,1,0,0,0,"0","orth"
"11029",6,100,3,117,7,"dwarf",248,248,248,248,1,0,1,0,0,0,"0","mask"
"11056",6,102,5,110,8,"churn",124,124,124,124,1,0,1,0,0,0,"20","orth"
"11085",6,104,1,2,11,"nine",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"11097",6,105,2,43,6,"horn",143,NA,336,336,2,0,2,0,0,0,"0","orth"
"11107",6,106,3,46,7,"sash",175,175,175,175,1,0,1,0,0,0,"0","mask"
"11134",6,108,5,92,6,"rake",213,213,213,492,1,1,2,1,0,0,"20","orth"
"11149",6,109,6,135,6,"reap",157,157,157,330,1,1,2,1,0,0,"20","mask"
"11175",6,111,2,115,6,"noon",168,168,168,307,1,1,2,1,0,0,"0","orth"
"11206",6,113,4,90,8,"blast",151,151,151,151,1,0,1,0,0,0,"20","valid"
"11229",6,115,6,116,8,"chalk",141,NA,332,587,2,1,3,1,0,0,"20","mask"
"11264",6,118,3,24,6,"flake",140,NA,300,300,2,0,2,0,0,0,"0","mask"
"11332",6,123,2,15,6,"trunk",NA,NA,NA,192,0,1,1,1,1,0,"0","orth"
"11350",6,124,3,7,8,"sweet",190,190,190,190,1,0,1,0,0,0,"0","mask"
"11360",6,125,4,132,4,"slate",205,205,205,205,1,0,1,0,0,0,"20","valid"
"11377",6,126,5,109,9,"strut",246,246,246,246,1,0,1,0,0,0,"20","orth"
"11391",6,127,6,59,9,"speed",164,164,164,621,1,2,3,1,0,0,"20","mask"
"11400",6,128,1,123,4,"pulse",183,183,183,183,1,0,1,0,0,0,"0","valid"
"11415",6,129,2,35,5,"prone",318,318,318,318,1,0,1,0,0,0,"0","orth"
"11475",6,133,6,67,8,"drive",148,NA,304,304,2,0,2,0,0,0,"20","mask"
"11488",6,134,1,25,6,"flinch",319,319,319,319,1,0,1,0,0,0,"0","valid"
"11533",6,137,4,9,5,"slouch",214,214,214,450,1,1,2,1,0,0,"20","valid"
"11549",6,138,5,23,9,"groove",126,126,126,295,1,1,2,1,0,0,"20","orth"
"11563",7,1,1,110,8,"hurt",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"11589",7,3,3,122,5,"dirt",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"11607",7,4,4,102,8,"purse",NA,NA,NA,151,0,1,1,1,1,0,"20","valid"
"11624",7,5,5,38,9,"stern",305,305,305,525,1,1,2,1,0,0,"20","orth"
"11639",7,6,6,78,8,"merge",450,450,450,450,1,0,1,0,0,0,"20","mask"
"11652",7,7,1,10,8,"surge",NA,NA,NA,96,0,1,1,1,1,0,"0","valid"
"11670",7,8,2,103,12,"church",218,218,218,218,1,0,1,0,0,0,"0","orth"
"11689",7,9,3,100,14,"burp",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"11703",7,10,4,4,11,"noun",NA,NA,NA,200,0,1,1,1,1,0,"20","valid"
"11714",7,11,5,104,5,"skirt",233,233,233,233,1,0,1,0,0,0,"20","orth"
"11734",7,12,6,60,11,"serve",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"11762",7,14,2,123,8,"purge",NA,NA,NA,328,0,1,1,1,1,0,"0","orth"
"11773",7,15,3,115,4,"term",155,NA,393,393,2,0,2,0,0,0,"0","mask"
"11792",7,16,4,96,11,"twirl",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"11804",7,17,5,39,6,"plea",280,280,280,280,1,0,1,0,0,0,"20","orth"
"11821",7,18,6,72,6,"sleeve",NA,NA,NA,146,0,1,1,1,1,0,"20","mask"
"11832",7,19,1,111,6,"sweep",236,236,236,236,1,0,1,0,0,0,"0","valid"
"11849",7,20,2,76,10,"jerk",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"11862",7,21,3,59,9,"sneak",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"11876",7,22,4,31,10,"steam",NA,NA,NA,158,0,1,1,1,1,0,"20","valid"
"11886",7,23,5,119,5,"beef",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"11910",7,25,1,83,5,"bleak",425,425,425,425,1,0,1,0,0,0,"0","valid"
"11925",7,26,2,86,5,"sleek",248,248,248,424,1,1,2,1,0,0,"0","orth"
"11954",7,28,4,32,5,"veal",384,384,384,555,1,1,2,1,0,0,"20","valid"
"11970",7,29,5,45,8,"cleave",256,256,256,452,1,1,2,1,0,0,"20","orth"
"11992",7,31,1,84,6,"shrew",242,242,242,242,1,0,1,0,0,0,"0","valid"
"12007",7,32,2,112,7,"slur",370,370,370,370,1,0,1,0,0,0,"0","orth"
"12024",7,33,3,109,9,"bush",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"12038",7,34,4,64,7,"cold",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"12051",7,35,5,87,8,"part",260,260,260,260,1,0,1,0,0,0,"20","orth"
"12064",7,36,6,53,7,"lisp",266,266,266,266,1,0,1,0,0,0,"20","mask"
"12080",7,37,1,30,11,"herd",NA,NA,NA,134,0,1,1,1,1,0,"0","valid"
"12103",7,39,3,44,8,"talc",589,589,589,589,1,0,1,0,0,0,"0","mask"
"12132",7,41,5,106,6,"step",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"12148",7,42,6,28,8,"blunt",284,284,284,284,1,0,1,0,0,0,"20","mask"
"12156",7,43,1,43,4,"chain",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
