"","subj","cond","item","start","end","duration_ms","duration_s","deg"
"167",15,6,8,9070351,9073381,3030,3,"0"
"189",15,8,58,9078159,9080606,2447,2.4,"0"
"1911",15,4,78,9082435,9085881,3446,3.4,"0"
"2010",15,6,40,9087342,9089418,2076,2.1,"0"
"219",15,3,29,9092471,9094749,2278,2.3,"20"
"2310",15,5,79,9099538,9102475,2937,2.9,"20"
"249",15,1,35,9104381,9107684,3303,3.3,"20"
"2510",15,3,37,9109595,9114131,4536,4.5,"20"
"2612",15,2,28,9115642,9118626,2984,3,"0"
"287",15,5,23,9123025,9125134,2109,2.1,"20"
"308",15,1,3,9129012,9131733,2721,2.7,"20"
"328",15,3,45,9137556,9139699,2143,2.1,"20"
"3312",15,2,4,9141949,9144212,2263,2.3,"0"
"359",15,8,50,9150621,9152789,2168,2.2,"0"
"3611",15,7,9,9154682,9156958,2276,2.3,"20"
"3811",15,6,32,9161743,9164232,2489,2.5,"0"
"408",15,4,54,9168584,9170633,2049,2,"0"
"4111",15,8,74,9172182,9174375,2193,2.2,"0"
"4210",15,1,27,9176648,9179891,3243,3.2,"20"
"4411",15,4,30,9184833,9187125,2292,2.3,"0"
"468",15,4,6,9191395,9196350,4955,5,"0"
"489",15,1,19,9201417,9204113,2696,2.7,"20"
"5010",15,2,44,9213181,9216460,3279,3.3,"0"
"5111",15,5,47,9219582,9221584,2002,2,"20"
"5211",15,2,68,9228713,9231580,2867,2.9,"0"
"5310",15,3,13,9233711,9237035,3324,3.3,"20"
"5510",15,4,62,9241749,9244469,2720,2.7,"0"
"5610",15,4,38,9248028,9250907,2879,2.9,"0"
"578",15,2,12,9254040,9256628,2588,2.6,"0"
"5911",15,3,53,9261396,9264599,3203,3.2,"20"
"6010",15,2,76,9266219,9270055,3836,3.8,"0"
"6112",15,2,36,9272215,9275968,3753,3.8,"0"
"629",15,2,20,9279060,9281644,2584,2.6,"0"
"648",15,8,10,9286770,9289215,2445,2.4,"0"
"669",15,6,56,9293023,9294579,1556,1.6,"0"
"6712",15,6,80,9298392,9300734,2342,2.3,"0"
"688",15,1,43,9303827,9306063,2236,2.2,"20"
"6912",15,3,21,9308377,9311251,2874,2.9,"20"
"718",15,2,52,9315723,9318256,2533,2.5,"0"
"7213",15,4,46,9320371,9323272,2901,2.9,"0"
"7310",15,1,75,9328127,9330394,2267,2.3,"20"
"748",15,6,48,9332448,9334996,2548,2.5,"0"
"759",15,5,39,9336908,9340673,3765,3.8,"20"
"769",15,7,33,9342667,9345241,2574,2.6,"20"
"7710",15,5,63,9347290,9351283,3993,4,"20"
"7811",15,7,49,9354229,9356808,2579,2.6,"20"
"7911",15,7,65,9361874,9364332,2458,2.5,"20"
"809",15,5,7,9365901,9368783,2882,2.9,"20"
"8212",15,6,16,9376139,9379323,3184,3.2,"0"
"8410",15,8,26,9383424,9386070,2646,2.6,"0"
"8610",15,1,51,9390274,9393405,3131,3.1,"20"
"878",15,5,71,9398579,9400688,2109,2.1,"20"
"8811",15,7,73,9403046,9405195,2149,2.1,"20"
"8910",15,6,64,9409765,9411306,1541,1.5,"0"
"909",15,8,34,9414683,9417298,2615,2.6,"0"
"918",15,8,18,9419409,9422282,2873,2.9,"0"
"938",15,7,57,9426804,9428446,1642,1.6,"20"
"948",15,1,11,9430954,9433442,2488,2.5,"20"
"9611",15,3,5,9439187,9445327,6140,6.1,"20"
"9812",15,4,22,9449153,9451847,2694,2.7,"0"
"1009",15,6,24,9456610,9459293,2683,2.7,"0"
"10213",15,5,31,9463280,9465871,2591,2.6,"20"
"1048",15,2,60,9470255,9474544,4289,4.3,"0"
"10513",15,1,67,9476381,9478993,2612,2.6,"20"
"10610",15,8,66,9481253,9483473,2220,2.2,"0"
"1079",15,1,59,9486690,9488912,2222,2.2,"20"
"1089",15,3,69,9490671,9492592,1921,1.9,"20"
"10912",15,3,61,9494474,9498448,3974,4,"20"
"11010",15,3,77,9501670,9504043,2373,2.4,"20"
"11115",15,7,17,9507093,9510014,2921,2.9,"20"
"11310",15,7,1,9513992,9516797,2805,2.8,"20"
"11510",15,7,25,9523720,9526137,2417,2.4,"20"
"11711",15,7,41,9531509,9534256,2747,2.7,"20"
"1188",15,4,14,9535723,9537977,2254,2.3,"0"
"12011",15,5,15,9544558,9546604,2046,2,"20"
"1049",16,6,47,7040928,7046953,6025,6,"0"
"1150",16,4,53,7049187,7057038,7851,7.9,"0"
"129",16,4,5,7061772,7069842,8070,8.1,"0"
"1411",16,5,6,7076830,7083593,6763,6.8,"20"
"168",16,7,80,7090202,7096866,6664,6.7,"20"
"1712",16,2,35,7100679,7106348,5669,5.7,"0"
"1810",16,4,69,7109381,7117291,7910,7.9,"0"
"1912",16,3,36,7121698,7130712,9014,9,"20"
"2011",16,7,16,7134831,7141600,6769,6.8,"20"
"2210",16,5,22,7149478,7166755,17277,17.3,"20"
"2410",16,2,3,7177094,7185799,8705,8.7,"0"
"2613",16,2,11,7193004,7198794,5790,5.8,"0"
"288",16,6,63,7204597,7211962,7365,7.4,"0"
"2914",16,6,71,7215445,7219417,3972,4,"0"
"309",16,8,25,7222726,7228568,5842,5.8,"0"
"329",16,4,77,7234791,7241703,6912,6.9,"0"
"3313",16,3,12,7244281,7250390,6109,6.1,"20"
"3510",16,3,4,7257705,7267258,9553,9.6,"20"
"379",16,5,46,7273530,7284672,11142,11.1,"20"
"3812",16,5,70,7287797,7295275,7478,7.5,"20"
"3910",16,1,74,7299746,7310880,11134,11.1,"20"
"409",16,6,15,7312380,7317416,5036,5,"0"
"4211",16,7,8,7326100,7338675,12575,12.6,"20"
"4412",16,5,30,7345042,7350248,5206,5.2,"20"
"469",16,7,48,7356632,7366514,9882,9.9,"20"
"4711",16,1,58,7370515,7383120,12605,12.6,"20"
"4810",16,6,55,7388949,7393853,4904,4.9,"0"
"495",16,5,38,7396967,7401767,4800,4.8,"20"
"5011",16,6,7,7405179,7412335,7156,7.2,"0"
"5212",16,1,18,7419057,7423348,4291,4.3,"20"
"5411",16,1,66,7430976,7440822,9846,9.8,"20"
"5511",16,8,9,7444537,7454346,9809,9.8,"0"
"579",16,8,73,7461208,7471275,10067,10.1,"0"
"5810",16,2,51,7476838,7489901,13063,13.1,"0"
"5912",16,5,62,7491914,7501202,9288,9.3,"20"
"6011",16,8,1,7505113,7508766,3653,3.7,"0"
"6210",16,3,20,7517737,7524301,6564,6.6,"20"
"649",16,4,13,7547069,7556138,9069,9.1,"0"
"6610",16,1,42,7562169,7569034,6865,6.9,"20"
"6713",16,4,61,7572588,7578039,5451,5.5,"0"
"689",16,7,72,7583897,7593480,9583,9.6,"20"
"6913",16,4,21,7597632,7603599,5967,6,"0"
"719",16,2,67,7612175,7619762,7587,7.6,"0"
"7214",16,5,14,7625286,7635869,10583,10.6,"20"
"749",16,3,44,7645658,7650959,5301,5.3,"20"
"7510",16,6,39,7654269,7659943,5674,5.7,"0"
"7610",16,7,64,7667014,7671644,4630,4.6,"20"
"7711",16,1,2,7677430,7681947,4517,4.5,"20"
"7912",16,2,19,7689250,7692849,3599,3.6,"0"
"819",16,1,34,7701242,7708824,7582,7.6,"20"
"8213",16,3,52,7715243,7721631,6388,6.4,"20"
"839",16,3,28,7727273,7737349,10076,10.1,"20"
"859",16,7,40,7743430,7747602,4172,4.2,"20"
"8611",16,2,59,7752462,7759582,7120,7.1,"0"
"879",16,6,23,7763203,7767279,4076,4.1,"0"
"8911",16,4,37,7776062,7780377,4315,4.3,"0"
"9010",16,8,33,7785052,7791807,6755,6.8,"0"
"919",16,6,31,7797223,7806696,9473,9.5,"0"
"939",16,1,26,7813903,7817788,3885,3.9,"20"
"9512",16,2,75,7823398,7827385,3987,4,"0"
"9612",16,5,54,7830485,7835128,4643,4.6,"20"
"9711",16,5,78,7838674,7845267,6593,6.6,"20"
"9813",16,7,32,7851228,7856419,5191,5.2,"20"
"10010",16,2,27,7862654,7867923,5269,5.3,"0"
"10214",16,1,50,7874321,7881473,7152,7.2,"20"
"10313",16,4,29,7885371,7890244,4873,4.9,"0"
"10514",16,3,68,7897994,7902796,4802,4.8,"20"
"10611",16,2,43,7908529,7916560,8031,8,"0"
"10710",16,7,24,7921445,7928794,7349,7.3,"20"
"10913",16,3,60,7934414,7939756,5342,5.3,"20"
"11011",16,8,49,7944403,7952138,7735,7.7,"0"
"11116",16,6,79,7957709,7962360,4651,4.7,"0"
"11212",16,8,65,7965747,7974040,8293,8.3,"0"
"11311",16,1,10,7975816,7980795,4979,5,"20"
"11511",16,3,76,7985938,7994712,8774,8.8,"20"
"11610",16,7,56,7997652,8002865,5213,5.2,"20"
"11712",16,4,45,8004904,8009636,4732,4.7,"0"
"1189",16,8,17,8013690,8022699,9009,9,"0"
"12012",16,8,41,8028858,8033568,4710,4.7,"0"
"1216",16,8,57,8037012,8044426,7414,7.4,"0"
"1050",17,1,73,2027593,2031270,3677,3.7,"20"
"1160",17,8,16,2033135,2036412,3277,3.3,"0"
"1315",17,8,24,2041148,2045234,4086,4.1,"0"
"159",17,5,37,2050555,2054274,3719,3.7,"20"
"169",17,2,74,2055897,2059297,3400,3.4,"0"
"1713",17,4,20,2061167,2064176,3009,3,"0"
"1913",17,6,14,2069264,2072515,3251,3.3,"0"
"2110",17,1,33,2077371,2081973,4602,4.6,"20"
"2211",17,4,60,2084155,2086927,2772,2.8,"0"
"2311",17,4,4,2089253,2093663,4410,4.4,"0"
"2511",17,8,48,2098397,2103407,5010,5,"0"
"2614",17,2,42,2105290,2109230,3940,3.9,"0"
"279",17,3,75,2111264,2116257,4993,5,"20"
"289",17,8,80,2118094,2121011,2917,2.9,"0"
"2915",17,5,5,2123193,2127407,4214,4.2,"20"
"3111",17,7,79,2134384,2138359,3975,4,"20"
"3210",17,6,46,2141141,2145498,4357,4.4,"0"
"3314",17,4,36,2149072,2152658,3586,3.6,"0"
"3410",17,8,40,2155280,2158431,3151,3.2,"0"
"3511",17,4,28,2160416,2165195,4779,4.8,"0"
"3710",17,4,52,2169765,2174378,4613,4.6,"0"
"3813",17,8,8,2176056,2178636,2580,2.6,"0"
"4010",17,5,13,2184724,2188638,3914,3.9,"20"
"4212",17,4,76,2193319,2197062,3743,3.7,"0"
"4311",17,6,38,2200443,2204401,3958,4,"0"
"4413",17,5,69,2206811,2209978,3167,3.2,"20"
"4512",17,7,39,2212823,2217157,4334,4.3,"20"
"4610",17,2,34,2220445,2224106,3661,3.7,"0"
"4712",17,6,30,2227930,2230535,2605,2.6,"0"
"496",17,6,54,2236636,2240386,3750,3.8,"0"
"5012",17,6,22,2242679,2246296,3617,3.6,"0"
"5213",17,6,70,2255000,2258465,3465,3.5,"0"
"5311",17,7,55,2261711,2265430,3719,3.7,"20"
"5412",17,3,3,2274888,2278392,3504,3.5,"20"
"5611",17,7,31,2303337,2307592,4255,4.3,"20"
"5811",17,3,27,2311765,2314834,3069,3.1,"20"
"6012",17,3,11,2318467,2320705,2238,2.2,"20"
"6211",17,1,65,2324692,2328221,3529,3.5,"20"
"6311",17,3,67,2329957,2333460,3503,3.5,"20"
"6410",17,3,35,2336933,2340351,3418,3.4,"20"
"659",17,5,77,2342246,2345439,3193,3.2,"20"
"6611",17,1,41,2347285,2350263,2978,3,"20"
"6714",17,4,44,2352163,2354786,2623,2.6,"0"
"6810",17,3,51,2356844,2360011,3167,3.2,"20"
"6914",17,8,64,2363700,2366488,2788,2.8,"0"
"7010",17,1,57,2368746,2372222,3476,3.5,"20"
"7110",17,8,56,2376164,2379027,2863,2.9,"0"
"7215",17,3,19,2383294,2387061,3767,3.8,"20"
"7410",17,2,50,2395254,2397958,2704,2.7,"0"
"7511",17,4,68,2400266,2403129,2863,2.9,"0"
"7611",17,1,9,2404631,2408317,3686,3.7,"20"
"7812",17,1,49,2412518,2415385,2867,2.9,"20"
"7913",17,2,18,2417677,2420523,2846,2.8,"0"
"8110",17,3,43,2425406,2428973,3567,3.6,"20"
"8214",17,3,59,2430764,2434735,3971,4,"20"
"8310",17,7,71,2436516,2439026,2510,2.5,"20"
"8411",17,2,10,2440667,2443825,3158,3.2,"0"
"8612",17,5,45,2449845,2454039,4194,4.2,"20"
"8710",17,4,12,2455968,2458692,2724,2.7,"0"
"8912",17,8,72,2463435,2467038,3603,3.6,"0"
"9011",17,6,78,2468832,2472173,3341,3.3,"0"
"9110",17,2,26,2473773,2477336,3563,3.6,"0"
"9310",17,5,21,2481493,2485224,3731,3.7,"20"
"9513",17,2,58,2490163,2494142,3979,4,"0"
"9613",17,5,29,2496106,2498846,2740,2.7,"20"
"9814",17,5,53,2503949,2507953,4004,4,"20"
"9912",17,2,66,2510008,2513427,3419,3.4,"0"
"10011",17,1,1,2515190,2517849,2659,2.7,"20"
"10215",17,7,23,2523445,2526103,2658,2.7,"20"
"10410",17,5,61,2530039,2533852,3813,3.8,"20"
"10515",17,8,32,2536393,2538893,2500,2.5,"0"
"10711",17,7,7,2542999,2545999,3000,3,"20"
"10914",17,2,2,2551468,2554310,2842,2.8,"0"
"11117",17,1,17,2559291,2562596,3305,3.3,"20"
"11312",17,6,6,2567394,2570763,3369,3.4,"0"
"11512",17,7,63,2577759,2582588,4829,4.8,"20"
"11611",17,7,47,2585384,2587877,2493,2.5,"20"
"11713",17,7,15,2590156,2592980,2824,2.8,"20"
"11913",17,6,62,2596905,2600866,3961,4,"0"
"12013",17,1,25,2602845,2607082,4237,4.2,"20"
"1060",18,5,76,11670684,11673206,2522,2.5,"20"
"1170",18,6,13,11679194,11681952,2758,2.8,"0"
"1316",18,3,74,11688029,11692955,4926,4.9,"20"
"1412",18,1,32,11697418,11699913,2495,2.5,"20"
"1610",18,7,6,11703673,11705947,2274,2.3,"20"
"1811",18,8,55,11711272,11713516,2244,2.2,"0"
"1914",18,2,17,11715762,11719692,3930,3.9,"0"
"2111",18,6,77,11723774,11725445,1671,1.7,"0"
"2212",18,5,44,11731108,11733269,2161,2.2,"20"
"2312",18,8,39,11736640,11738961,2321,2.3,"0"
"2411",18,1,8,11745710,11748058,2348,2.3,"20"
"2615",18,7,38,11752102,11754383,2281,2.3,"20"
"2710",18,2,49,11758780,11761148,2368,2.4,"0"
"2810",18,2,73,11765134,11769177,4043,4,"0"
"2916",18,3,34,11771039,11773501,2462,2.5,"20"
"3010",18,5,12,11782099,11783827,1728,1.7,"20"
"3211",18,7,46,11803543,11806040,2497,2.5,"20"
"3315",18,2,1,11807994,11809765,1771,1.8,"0"
"3512",18,4,35,11814597,11816461,1864,1.9,"0"
"3612",18,1,56,11819097,11820950,1853,1.9,"20"
"3711",18,4,59,11823794,11826490,2696,2.7,"0"
"3814",18,5,52,11828488,11831440,2952,3,"20"
"3911",18,2,57,11833877,11836403,2526,2.5,"0"
"4011",18,2,9,11838235,11840665,2430,2.4,"0"
"4213",18,5,4,11845975,11848195,2220,2.2,"20"
"4414",18,4,3,11858480,11860714,2234,2.2,"0"
"4611",18,5,36,11864435,11867325,2890,2.9,"20"
"4713",18,4,43,11871155,11873240,2085,2.1,"0"
"4811",18,1,40,11875534,11877260,1726,1.7,"20"
"497",18,6,61,11882086,11885029,2943,2.9,"0"
"5013",18,4,51,11888655,11891497,2842,2.8,"0"
"5112",18,3,18,11893867,11895853,1986,2,"20"
"5312",18,1,24,11899629,11901964,2335,2.3,"20"
"5512",18,2,65,11908716,11911271,2555,2.6,"0"
"5612",18,3,10,11913817,11916751,2934,2.9,"20"
"5812",18,8,15,11920513,11922058,1545,1.5,"0"
"6013",18,4,75,11929354,11931660,2306,2.3,"0"
"6113",18,1,72,11933254,11935619,2365,2.4,"20"
"6212",18,5,28,11937320,11939193,1873,1.9,"20"
"6411",18,4,11,11944337,11945877,1540,1.5,"0"
"6612",18,4,27,11951445,11953405,1960,2,"0"
"6811",18,2,33,11960442,11962906,2464,2.5,"0"
"6915",18,2,41,11966147,11968688,2541,2.5,"0"
"7011",18,7,54,11970203,11973516,3313,3.3,"20"
"7111",18,6,69,11975849,11978019,2170,2.2,"0"
"7216",18,8,79,11980465,11982721,2256,2.3,"0"
"7311",18,6,5,11984425,11986659,2234,2.2,"0"
"7512",18,3,2,11992091,11994725,2634,2.6,"20"
"7712",18,8,7,11999467,12001638,2171,2.2,"0"
"7914",18,2,25,12010233,12011881,1648,1.6,"0"
"8111",18,7,14,12018558,12021085,2527,2.5,"20"
"8311",18,5,20,12027148,12029123,1975,2,"20"
"8510",18,7,70,12036486,12039033,2547,2.5,"20"
"8613",18,6,53,12041506,12044291,2785,2.8,"0"
"8711",18,7,78,12045819,12048188,2369,2.4,"20"
"8812",18,6,45,12050259,12051873,1614,1.6,"0"
"8913",18,1,64,12054098,12055828,1730,1.7,"20"
"9012",18,3,26,12059703,12061652,1949,1.9,"20"
"9212",18,7,62,12067730,12070612,2882,2.9,"20"
"9311",18,6,37,12072249,12074538,2289,2.3,"0"
"949",18,4,19,12078260,12081104,2844,2.8,"0"
"9614",18,5,60,12087847,12090149,2302,2.3,"20"
"9712",18,1,80,12095585,12097203,1618,1.6,"20"
"9815",18,3,50,12099459,12101736,2277,2.3,"20"
"9913",18,7,22,12103723,12106072,2349,2.3,"20"
"10115",18,8,63,12109979,12112244,2265,2.3,"0"
"10216",18,8,47,12113884,12116585,2701,2.7,"0"
"10314",18,6,21,12121145,12123593,2448,2.4,"0"
"10516",18,8,23,12128763,12130179,1416,1.4,"0"
"10712",18,5,68,12134904,12139152,4248,4.2,"20"
"10810",18,3,66,12142074,12144285,2211,2.2,"20"
"10915",18,8,71,12145970,12149120,3150,3.1,"0"
"11012",18,8,31,12151342,12153640,2298,2.3,"0"
"11213",18,1,48,12158593,12161161,2568,2.6,"20"
"11313",18,6,29,12163850,12165571,1721,1.7,"0"
"11513",18,1,16,12170180,12172046,1866,1.9,"20"
"11714",18,4,67,12176584,12180018,3434,3.4,"0"
"11810",18,3,42,12182037,12184158,2121,2.1,"20"
"11914",18,7,30,12185772,12188277,2505,2.5,"20"
"1217",18,3,58,12193298,12195273,1975,2,"20"
"1070",19,2,8,7717259,7720917,3658,3.7,"0"
"1210",19,2,80,7725833,7729145,3312,3.3,"0"
"1317",19,1,63,7732800,7737786,4986,5,"20"
"1413",19,8,62,7743872,7750337,6465,6.5,"0"
"1510",19,8,70,7754489,7761652,7163,7.2,"0"
"1611",19,3,49,7765548,7769798,4250,4.2,"20"
"1714",19,4,42,7772141,7776128,3987,4,"0"
"1812",19,3,41,7779788,7784660,4872,4.9,"20"
"1915",19,4,34,7787500,7792109,4609,4.6,"0"
"2012",19,6,44,7796095,7798945,2850,2.8,"0"
"2112",19,2,56,7801369,7804340,2971,3,"0"
"2213",19,6,12,7810410,7814073,3663,3.7,"0"
"2412",19,3,73,7819702,7826347,6645,6.6,"20"
"2512",19,8,22,7833792,7838483,4691,4.7,"0"
"2711",19,4,2,7844098,7850252,6154,6.2,"0"
"2917",19,5,27,7855335,7859425,4090,4.1,"20"
"3112",19,7,21,7864076,7869759,5683,5.7,"20"
"3316",19,6,4,7874264,7879598,5334,5.3,"0"
"3513",19,7,69,7884200,7888420,4220,4.2,"20"
"3613",19,6,36,7890128,7894829,4701,4.7,"0"
"3712",19,2,48,7899064,7902496,3432,3.4,"0"
"3815",19,4,74,7904293,7908101,3808,3.8,"0"
"3912",19,5,19,7910083,7914325,4242,4.2,"20"
"4112",19,3,25,7924125,7929134,5009,5,"20"
"4312",19,2,64,7950105,7952675,2570,2.6,"0"
"4415",19,1,31,7956539,7960978,4439,4.4,"20"
"4612",19,8,46,7974156,7977684,3528,3.5,"0"
"4714",19,5,51,7980096,7985651,5555,5.6,"20"
"4812",19,5,59,7994962,7999626,4664,4.7,"20"
"498",19,5,35,8002715,8006191,3476,3.5,"20"
"5014",19,8,54,8008691,8013521,4830,4.8,"0"
"5113",19,1,15,8016646,8020722,4076,4.1,"20"
"5313",19,7,53,8028773,8034616,5843,5.8,"20"
"5413",19,7,45,8046714,8051199,4485,4.5,"20"
"5513",19,1,23,8054159,8058804,4645,4.6,"20"
"5710",19,2,40,8065238,8068029,2791,2.8,"0"
"5813",19,4,58,8081338,8084301,2963,3,"0"
"5913",19,7,13,8086826,8091676,4850,4.8,"20"
"6114",19,2,24,8102358,8106543,4185,4.2,"0"
"6312",19,8,38,8114716,8118275,3559,3.6,"0"
"6412",19,6,68,8120000,8122505,2505,2.5,"0"
"6510",19,6,76,8124909,8129373,4464,4.5,"0"
"6613",19,6,60,8131283,8135434,4151,4.2,"0"
"6715",19,8,6,8137590,8144313,6723,6.7,"0"
"6916",19,5,75,8152338,8157316,4978,5,"20"
"7012",19,7,37,8159497,8164299,4802,4.8,"20"
"7112",19,6,52,8166048,8169063,3015,3,"0"
"7217",19,8,14,8170809,8175962,5153,5.2,"0"
"7411",19,7,29,8181590,8185845,4255,4.3,"20"
"7612",19,3,65,8189773,8193746,3973,4,"20"
"7713",19,4,50,8195808,8197930,2122,2.1,"0"
"7813",19,5,11,8199617,8202725,3108,3.1,"20"
"8010",19,1,79,8206206,8209892,3686,3.7,"20"
"8112",19,1,71,8212461,8215756,3295,3.3,"20"
"8215",19,4,66,8217543,8220432,2889,2.9,"0"
"8312",19,2,32,8222016,8226718,4702,4.7,"0"
"8511",19,3,9,8230874,8234885,4011,4,"20"
"8712",19,7,77,8238987,8242409,3422,3.4,"20"
"8813",19,4,18,8244965,8247838,2873,2.9,"0"
"9013",19,7,5,8254945,8261713,6768,6.8,"20"
"9213",19,8,30,8267071,8269688,2617,2.6,"0"
"9410",19,3,33,8273862,8277150,3288,3.3,"20"
"9514",19,1,47,8279054,8282515,3461,3.5,"20"
"9615",19,2,16,8284665,8289292,4627,4.6,"0"
"9816",19,4,10,8293564,8295932,2368,2.4,"0"
"10012",19,5,67,8300896,8304624,3728,3.7,"20"
"10116",19,7,61,8308327,8314237,5910,5.9,"20"
"10217",19,4,26,8316334,8319019,2685,2.7,"0"
"10411",19,2,72,8324207,8327937,3730,3.7,"0"
"10517",19,3,17,8329935,8334821,4886,4.9,"20"
"10713",19,3,1,8338917,8343366,4449,4.4,"20"
"10916",19,3,57,8349203,8355037,5834,5.8,"20"
"11013",19,1,39,8357423,8361649,4226,4.2,"20"
"11118",19,1,7,8363497,8370103,6606,6.6,"20"
"11314",19,1,55,8375823,8379759,3936,3.9,"20"
"11410",19,5,43,8381557,8385410,3853,3.9,"20"
"11514",19,8,78,8387071,8392189,5118,5.1,"0"
"11612",19,6,28,8394218,8399909,5691,5.7,"0"
"11811",19,5,3,8404632,8408442,3810,3.8,"20"
"12014",19,6,20,8412355,8414860,2505,2.5,"0"
"1080",20,8,53,3093380,3097142,3762,3.8,"0"
"1180",20,3,40,3099750,3105001,5251,5.3,"20"
"1218",20,3,72,3106888,3111742,4854,4.9,"20"
"1318",20,3,24,3113801,3118961,5160,5.2,"20"
"1511",20,3,64,3124417,3130337,5920,5.9,"20"
"1612",20,4,17,3132052,3135741,3689,3.7,"0"
"1813",20,4,57,3141380,3145328,3948,3.9,"0"
"1916",20,3,80,3147472,3151445,3973,4,"20"
"2013",20,4,41,3153440,3157156,3716,3.7,"0"
"2113",20,5,34,3160668,3165714,5046,5,"20"
"2214",20,7,76,3168712,3171505,2793,2.8,"20"
"2313",20,1,46,3175046,3178656,3610,3.6,"20"
"2413",20,8,5,3180414,3185068,4654,4.7,"0"
"2616",20,1,54,3191234,3195432,4198,4.2,"20"
"2712",20,5,74,3198465,3201275,2810,2.8,"20"
"2811",20,6,43,3203500,3206106,2606,2.6,"0"
"2918",20,6,11,3209036,3213363,4327,4.3,"0"
"3113",20,1,30,3217643,3220825,3182,3.2,"20"
"3317",20,2,31,3227051,3230458,3407,3.4,"0"
"3514",20,5,58,3236608,3240937,4329,4.3,"20"
"3614",20,5,26,3243666,3248193,4527,4.5,"20"
"3816",20,6,27,3253284,3256273,2989,3,"0"
"4012",20,4,33,3260711,3263485,2774,2.8,"0"
"4113",20,6,35,3265927,3269116,3189,3.2,"0"
"4214",20,3,48,3272348,3276258,3910,3.9,"20"
"4313",20,1,22,3279284,3283146,3862,3.9,"20"
"4513",20,2,47,3286952,3290461,3509,3.5,"0"
"4613",20,8,69,3292111,3295284,3173,3.2,"0"
"4715",20,7,36,3297983,3301905,3922,3.9,"20"
"4813",20,5,2,3303903,3307437,3534,3.5,"20"
"5015",20,2,7,3312539,3315596,3057,3.1,"0"
"5214",20,2,71,3320783,3323177,2394,2.4,"0"
"5314",20,2,63,3324911,3327876,2965,3,"0"
"5414",20,7,68,3329771,3335421,5650,5.7,"20"
"5514",20,7,28,3337760,3341125,3365,3.4,"20"
"5711",20,2,55,3346493,3350832,4339,4.3,"0"
"5814",20,7,12,3352340,3355058,2718,2.7,"20"
"6014",20,1,38,3360202,3364515,4313,4.3,"20"
"6115",20,8,61,3366308,3370264,3956,4,"0"
"6213",20,2,15,3371731,3375230,3499,3.5,"0"
"6413",20,4,25,3379633,3382902,3269,3.3,"0"
"6614",20,5,42,3386678,3390970,4292,4.3,"20"
"6716",20,6,3,3393532,3397162,3630,3.6,"0"
"6917",20,8,45,3401423,3404689,3266,3.3,"0"
"7013",20,8,77,3406343,3409623,3280,3.3,"0"
"7113",20,5,66,3411855,3415003,3148,3.1,"20"
"7218",20,5,18,3418196,3422728,4532,4.5,"20"
"7412",20,6,59,3427793,3431091,3298,3.3,"0"
"7513",20,7,44,3432938,3435389,2451,2.5,"20"
"7613",20,8,37,3437117,3440717,3600,3.6,"0"
"7714",20,4,73,3442532,3445876,3344,3.3,"0"
"7814",20,8,21,3447784,3452029,4245,4.2,"0"
"8011",20,2,23,3456031,3457894,1863,1.9,"0"
"8216",20,3,32,3461759,3464164,2405,2.4,"20"
"8412",20,8,29,3467979,3471667,3688,3.7,"0"
"8614",20,5,50,3475496,3478341,2845,2.8,"20"
"8713",20,6,75,3480267,3483558,3291,3.3,"0"
"8814",20,6,19,3486774,3489405,2631,2.6,"0"
"9014",20,7,60,3496192,3499470,3278,3.3,"20"
"9111",20,8,13,3501113,3503670,2557,2.6,"0"
"9312",20,1,6,3507096,3509774,2678,2.7,"20"
"9515",20,1,78,3513848,3517028,3180,3.2,"20"
"9616",20,3,56,3518780,3520818,2038,2,"20"
"9713",20,7,20,3523286,3525666,2380,2.4,"20"
"9914",20,2,79,3531279,3534206,2927,2.9,"0"
"10013",20,4,65,3536862,3539952,3090,3.1,"0"
"10117",20,3,16,3541553,3543827,2274,2.3,"20"
"10315",20,5,10,3549173,3555072,5899,5.9,"20"
"10518",20,6,67,3559120,3562126,3006,3,"0"
"10612",20,4,49,3563562,3566222,2660,2.7,"0"
"10714",20,3,8,3568638,3571840,3202,3.2,"20"
"10917",20,7,52,3575543,3578637,3094,3.1,"20"
"11014",20,1,14,3581521,3585286,3765,3.8,"20"
"11214",20,2,39,3590107,3593475,3368,3.4,"0"
"11315",20,4,9,3595982,3598581,2599,2.6,"0"
"11515",20,7,4,3602844,3606047,3203,3.2,"20"
"11715",20,1,62,3609977,3612853,2876,2.9,"20"
"11812",20,4,1,3616348,3620339,3991,4,"0"
"12015",20,6,51,3624595,3628838,4243,4.2,"0"
"1219",20,1,70,3630675,3635149,4474,4.5,"20"
"1090",21,3,23,2182015,2184127,2112,2.1,"20"
"1220",21,5,49,2187719,2189911,2192,2.2,"20"
"1319",21,2,30,2192427,2194386,1959,2,"0"
"1512",21,1,21,2200895,2203354,2459,2.5,"20"
"1715",21,4,56,2213457,2215214,1757,1.8,"0"
"1814",21,5,1,2218955,2221130,2175,2.2,"20"
"2014",21,5,9,2224958,2227376,2418,2.4,"20"
"2215",21,7,19,2236655,2239051,2396,2.4,"20"
"2414",21,1,13,2246861,2250258,3397,3.4,"20"
"2617",21,8,44,2260542,2263105,2563,2.6,"0"
"2713",21,3,47,2269657,2271630,1973,2,"20"
"2812",21,6,34,2279003,2281989,2986,3,"0"
